                            Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                           PrimalGap                                   0                                             inf          inf          inf                                             inf                  inf                  inf                                             inf              0                    0                                             inf                                             inf                                             inf
                           DualGap                                     0                                             inf            0            0                                             inf                    0                  inf                                               0              0                    0                                               0                                               0                                               0
gastrans582_cold13         JulianDate                            43837.9                                         43848.9      43838.9        43841                                         43842.3              43835.5                  NaN                                         43853.1          43846              43857.1                                         44123.4                                         44123.4                                         44127.1
                           TerminationStatus                           1                                               0            1            1                                               1                    8                  NaN                                               1              0                    0                                               0                                               0                                               0
                           PrimalBound                               inf                                             inf          inf          inf                                             inf                  inf                  NaN                                             inf            inf                  inf                                             NaN                                             NaN                                             NaN
                           DualBound                                   0                                             inf            0         -inf                                            -inf                    0                  NaN                                               0            inf                  inf                                               0                                               0                                               0
                           SolverTime                            900.011                                             245       900.03      947.076                                           909.8               15.548                  NaN                                         900.084         78.765              185.616                                         17.6819                                         363.857                                         298.184
                           NumberOfIterations                       1976                                               0          NaN         4102                                            8989                 5365                  NaN                                        54418338         821512               125800                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               1        10357            8                                              20                  NaN                  NaN                                             819           1383                 7770                                               0                                               0                                          293307
                           Fail                                    False                                           False        False        False                                           False                 True                 True                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                               Termstatus is other             No data.                                                                                                                                                                                                                                    
                           Gap                                       inf                                               0          inf          inf                                             inf                  inf                  NaN                                             inf              0                    0                                             inf                                             inf                                             inf
                           PrimalGap                                 inf                                             inf          inf          inf                                             inf                  inf                  inf                                             inf            inf                  inf                                             inf                                             inf                                             inf
                           DualGap                                     0                                             inf            0          inf                                             inf                    0                  inf                                               0            inf                  inf                                               0                                               0                                               0
gastrans582_cold17_95      JulianDate                            43837.9                                         43848.9      43838.9        43841                                         43842.3              43835.5                  NaN                                         43853.1          43846              43857.1                                         44123.4                                         44123.4                                         44127.2
                           TerminationStatus                           1                                               0            1            1                                               0                    8                  NaN                                               7              0                    0                                               0                                               0                                               1
                           PrimalBound                                 0                                             inf          inf          inf                                             inf                  inf                  NaN                                             inf              0                    0                                             NaN                                             NaN                                             inf
                           DualBound                                   0                                             inf            0         -inf                                             inf                    0                  NaN                                            -inf              0                    0                                               0                                               0                                               0
                           SolverTime                            900.039                                             263        900.1      915.327                                          229.19               18.644                  NaN                                             NaN          5.782                7.723                                         17.2309                                         410.075                                         900.041
                           NumberOfIterations                       1615                                               0          NaN         2059                                            3440                 6148                  NaN                                             NaN          19515                 4151                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               1         8822            7                                               2                  NaN                  NaN                                             NaN             26                  277                                               0                                               0                                          576035
                           Fail                                    False                                           False        False        False                                           False                 True                 True                                            True          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                               Termstatus is other             No data.                             Termstatus is error                                                                                                                                                                                    
                           Gap                                         0                                               0          inf          inf                                               0                  inf                  NaN                                             inf              0                    0                                             inf                                             inf                                             inf
                           PrimalGap                                   0                                             inf          inf          inf                                             inf                  inf                  inf                                             inf              0                    0                                             inf                                             inf                                             inf
                           DualGap                                     0                                             inf            0          inf                                             inf                    0                  inf                                             inf              0                    0                                               0                                               0                                               0
gastrans582_cold17         JulianDate                            43837.9                                         43848.9      43838.9        43841                                         43842.3              43835.5                  NaN                                         43853.1          43846              43857.1                                         44123.4                                         44123.4                                         44127.2
                           TerminationStatus                           1                                               0            1            1                                               1                    8                  NaN                                               1              0                    0                                               0                                               0                                               1
                           PrimalBound                               inf                                             inf          inf          inf                                             inf                  inf                  NaN                                             inf              0                    0                                             NaN                                             NaN                                             inf
                           DualBound                                   0                                             inf            0         -inf                                            -inf                    0                  NaN                                               0              0                    0                                               0                                               0                                               0
                           SolverTime                            900.195                                             254          900      902.262                                           907.4                19.23                  NaN                                         900.061           17.2               44.116                                         17.8551                                         259.629                                         900.046
                           NumberOfIterations                       1737                                               0          NaN         2009                                            8918                 6175                  NaN                                        11773864         151330                25804                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               1         8298           28                                              13                  NaN                  NaN                                             622            238                 1977                                               0                                               0                                          522087
                           Fail                                    False                                           False        False        False                                           False                 True                 True                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                               Termstatus is other             No data.                                                                                                                                                                                                                                    
                           Gap                                       inf                                               0          inf          inf                                             inf                  inf                  NaN                                             inf              0                    0                                             inf                                             inf                                             inf
                           PrimalGap                                 inf                                             inf          inf          inf                                             inf                  inf                  inf                                             inf              0                    0                                             inf                                             inf                                             inf
                           DualGap                                     0                                             inf            0          inf                                             inf                    0                  inf                                               0              0                    0                                               0                                               0                                               0
gastrans582_cool12_95      JulianDate                            43837.9                                         43848.9      43838.9        43841                                         43842.3              43835.5                  NaN                                         43853.1          43846              43857.1                                         44123.4                                         44123.4                                         44127.2
                           TerminationStatus                           1                                               0            1            1                                               1                    8                  NaN                                               1              0                    0                                               0                                               0                                               1
                           PrimalBound                                 0                                             inf          inf          inf                                             inf                  inf                  NaN                                             inf            inf                    0                                             NaN                                             NaN                                             inf
                           DualBound                                   0                                             inf            0         -inf                                            -inf                    0                  NaN                                               0            inf                    0                                               0                                               0                                               0
                           SolverTime                             900.04                                             262          900      906.606                                         907.513               19.866                  NaN                                         900.057         77.656                3.591                                         16.3672                                         263.745                                         900.033
                           NumberOfIterations                       1719                                               0          NaN         6561                                            9203                 6341                  NaN                                        12552585        1175021                 1984                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               1        10110           12                                              24                  NaN                  NaN                                             441            263                  172                                               0                                               0                                          637055
                           Fail                                    False                                           False        False        False                                           False                 True                 True                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                               Termstatus is other             No data.                                                                                                                                                                                                                                    
                           Gap                                         0                                               0          inf          inf                                             inf                  inf                  NaN                                             inf              0                    0                                             inf                                             inf                                             inf
                           PrimalGap                                   0                                             inf          inf          inf                                             inf                  inf                  inf                                             inf            inf                    0                                             inf                                             inf                                             inf
                           DualGap                                     0                                             inf            0          inf                                             inf                    0                  inf                                               0            inf                    0                                               0                                               0                                               0
gastrans582_cool12         JulianDate                            43837.9                                         43848.9      43838.9        43841                                         43842.3              43835.5                  NaN                                         43853.1          43846              43857.1                                         44123.4                                         44123.4                                         44127.2
                           TerminationStatus                           1                                               0            1            0                                               0                    8                  NaN                                               1              0                    0                                               0                                               0                                               1
                           PrimalBound                               inf                                             inf          inf          NaN                                             inf                  inf                  NaN                                             inf            inf                    0                                             NaN                                             NaN                                             inf
                           DualBound                                   0                                             inf            0            0                                             inf                    0                  NaN                                               0            inf                    0                                               0                                               0                                               0
                           SolverTime                            900.558                                             254          900      176.011                                          90.634               19.311                  NaN                                         900.058         22.377               35.646                                         18.8462                                          258.79                                         900.046
                           NumberOfIterations                       1744                                               0          NaN            0                                            2006                 6153                  NaN                                         6993380         163229                21137                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               1         9418            0                                               0                  NaN                  NaN                                             433            157                 1481                                               0                                               0                                          620829
                           Fail                                    False                                           False        False        False                                           False                 True                 True                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                               Termstatus is other             No data.                                                                                                                                                                                                                                    
                           Gap                                       inf                                               0          inf          inf                                               0                  inf                  NaN                                             inf              0                    0                                             inf                                             inf                                             inf
                           PrimalGap                                 inf                                             inf          inf          inf                                             inf                  inf                  inf                                             inf            inf                    0                                             inf                                             inf                                             inf
                           DualGap                                     0                                             inf            0            0                                             inf                    0                  inf                                               0            inf                    0                                               0                                               0                                               0
gastrans582_cool14_95      JulianDate                            43837.9                                         43848.9      43838.9      43841.1                                         43842.3              43835.5                  NaN                                         43853.1          43846              43857.1                                         44123.4                                         44123.4                                         44127.2
                           TerminationStatus                           1                                               0            1            0                                               1                    8                  NaN                                               1              0                    0                                               0                                               0                                               1
                           PrimalBound                               inf                                             inf          inf          NaN                                             inf                  inf                  NaN                                             inf            inf                    0                                             NaN                                             NaN                                             inf
                           DualBound                                   0                                             inf            0            0                                            -inf                    0                  NaN                                               0            inf                    0                                               0                                               0                                               0
                           SolverTime                            900.027                                             252          900      177.338                                         908.253               18.873                  NaN                                         900.061         16.647               38.938                                         20.9115                                         363.716                                         900.029
                           NumberOfIterations                       1656                                               0          NaN            0                                            7892                 6063                  NaN                                         8077398          81158                23472                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               1        11242            0                                              19                  NaN                  NaN                                             700            181                 1705                                               0                                               0                                          364187
                           Fail                                    False                                           False        False        False                                           False                 True                 True                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                               Termstatus is other             No data.                                                                                                                                                                                                                                    
                           Gap                                       inf                                               0          inf          inf                                             inf                  inf                  NaN                                             inf              0                    0                                             inf                                             inf                                             inf
                           PrimalGap                                 inf                                             inf          inf          inf                                             inf                  inf                  inf                                             inf            inf                    0                                             inf                                             inf                                             inf
                           DualGap                                     0                                             inf            0            0                                             inf                    0                  inf                                               0            inf                    0                                               0                                               0                                               0
gastrans582_cool14         JulianDate                            43837.9                                         43848.9      43838.9      43841.1                                         43842.3              43835.5                  NaN                                         43853.1          43846              43857.1                                         44123.4                                         44123.4                                         44127.2
                           TerminationStatus                           1                                               0            1            0                                               0                    8                  NaN                                               1              1                    0                                               0                                               0                                               0
                           PrimalBound                               inf                                             inf          inf          NaN                                             inf                  inf                  NaN                                             inf            inf                    0                                             NaN                                             NaN                                             NaN
                           DualBound                                   0                                             inf            0            0                                             inf                    0                  NaN                                               0              0                    0                                               0                                               0                                               0
                           SolverTime                             900.02                                              21          900      219.998                                         298.744               19.775                  NaN                                          900.06            900               46.143                                          17.729                                         325.218                                         294.829
                           NumberOfIterations                       1454                                               0          NaN            0                                            3834                 6379                  NaN                                        12835312       19533450                23720                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               1        10036            0                                               4                  NaN                  NaN                                             679           2796                 2197                                               0                                               0                                          250410
                           Fail                                    False                                           False        False        False                                           False                 True                 True                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                               Termstatus is other             No data.                                                                                                                                                                                                                                    
                           Gap                                       inf                                               0          inf          inf                                               0                  inf                  NaN                                             inf            inf                    0                                             inf                                             inf                                             inf
                           PrimalGap                                 inf                                             inf          inf          inf                                             inf                  inf                  inf                                             inf            inf                    0                                             inf                                             inf                                             inf
                           DualGap                                     0                                             inf            0            0                                             inf                    0                  inf                                               0              0                    0                                               0                                               0                                               0
gastrans582_freezing30_95  JulianDate                              43838                                         43848.9        43839      43841.1                                         43842.4              43835.5                  NaN                                         43853.1          43846              43857.1                                         44123.5                                         44123.5                                         44127.2
                           TerminationStatus                           1                                               0            1            0                                               1                    8                  NaN                                               1              0                    0                                               0                                               0                                               0
                           PrimalBound                               inf                                             inf          inf          NaN                                             inf                  inf                  NaN                                             inf            inf                    0                                             NaN                                             NaN                                             NaN
                           DualBound                                   0                                             inf            0            0                                            -inf                    0                  NaN                                               0            inf                    0                                               0                                               0                                               0
