                                  Instance                                   |                                 SHOTcpx1910@1                                  |                               SHOTcpx1910noref@1                               |                               SHOTcpx1910nrnc@1                                |                              SHOTcpx1910rcnoref@1                              |
heatexch_spec2               76    16    90 min  6.341515e+05  6.349778e+05  |normal      6.329954e+00      --  1.032137e+06      --  Large    0.10        0  |normal      6.329954e+00      --  1.032137e+06      --  Large    0.05        0  |normal      6.329954e+00      --  1.032137e+06      --  Large    0.05        0  |normal      6.329954e+00      --  1.032137e+06      --  Large    0.07        0  |
heatexch_spec3              260    60   250 min  5.840120e+04  6.414164e+04  |normal      3.030207e+00      --  1.351406e+06      --  Large    1.61        0  |iterlim     3.030207e+00      --  1.355406e+06      --  Large    0.51        0  |normal      3.030207e+00      --  1.355406e+06      --  Large    1.06        0  |normal      3.030207e+00      --  1.351406e+06      --  Large    1.33        0  |
heatexch_trigen             291    45   263 max  1.002031e+06  1.001973e+06  |normal      1.031282e+06      --  1.001973e+06      --   2.93    2.46        0  |normal      1.031282e+06      --  1.001973e+06      --   2.93    0.51        0  |normal      1.031282e+06      --  1.001973e+06      --   2.93    0.53        0  |normal      1.031282e+06      --  1.001973e+06      --   2.93    0.77        0  |
hmittelman                   16    16     7 min  1.300000e+01  1.300000e+01  |normal      0.000000e+00     inf  1.300000e+01    0.00    inf    0.11        0  |normal      0.000000e+00     inf            --     inf    inf    0.04        0  |normal      0.000000e+00     inf  1.300000e+01    0.00    inf    0.05        0  |normal      0.000000e+00     inf            --     inf    inf    0.05        0  |
hybriddynamic_var            81    10   120 min  1.536415e+00  1.536415e+00  |normal      0.000000e+00     inf  1.536415e+00    0.00    inf    0.43        0  |normal      0.000000e+00     inf            --     inf    inf    0.26        0  |normal      0.000000e+00     inf            --     inf    inf    0.27        0  |normal      0.000000e+00     inf  1.536415e+00    0.00    inf    0.33        0  |
hydroenergy1                288    96   476 max  2.098997e+05  2.097210e+05  |normal      7.799793e+05      --  2.095009e+05      -- 272.30    2.76      388  |normal      7.799793e+05      --  2.093963e+05      -- 272.49    1.36       33  |normal      7.799793e+05      --  2.093963e+05      -- 272.49    1.36       33  |normal      7.799793e+05      --  2.095009e+05      -- 272.30    2.50      388  |
hydroenergy2                576   192   952 max  3.769743e+05  3.718118e+05  |normal      1.241151e+06      --  3.709603e+05      -- 234.58    4.83      838  |normal      1.241151e+06      --  3.709603e+05      -- 234.58    3.64      835  |normal      1.241151e+06      --  3.709603e+05      -- 234.58    3.47      835  |normal      1.241151e+06      --  3.709603e+05      -- 234.58    4.21      838  |
hydroenergy3               1008   336  1666 max  7.618918e+05  7.449637e+05  |normal      2.088634e+06      --  7.442770e+05      -- 180.63   95.10   156331  |normal      2.088634e+06      --  7.166904e+05      -- 191.43   32.37    75781  |normal      2.088634e+06      --  7.166904e+05      -- 191.43   32.28    75781  |normal      2.088634e+06      --  7.442770e+05      -- 180.63   93.09   156331  |
johnall                     194   190   192 min -2.247302e+02 -2.247302e+02  |timelim    -3.028942e+02   34.78 -2.247302e+02   -0.00  34.78  909.00        0  |normal     -3.028942e+02   34.78 -2.247302e+02   -0.00  34.78  115.13        0  |normal     -3.028942e+02   34.78 -2.247302e+02   -0.00  34.78  115.07        0  |normal     -3.028942e+02   34.78 -2.247302e+02   -0.00  34.78  202.61        0  |
kport20                     101    40    47 min  3.082669e+01  3.180930e+01  |iterlim     2.792227e+01      --           inf      --    inf    0.11        0  |normal      2.792227e+01      --            --      --     --    0.05        0  |normal      2.792227e+01      --            --      --     --    0.04        0  |iterlim     2.792227e+01      --           inf      --    inf    0.06        0  |
lip                          60    52    83 max  5.685068e+06  5.685068e+06  |iterlim     3.290900e+07  478.87  5.640068e+06    0.80 483.49    1.86        0  |iterlim     3.290900e+07  478.87  5.628068e+06    1.01 484.73    0.24        0  |iterlim     3.290900e+07  478.87  5.637652e+06    0.84 483.74    0.45        0  |iterlim     3.290900e+07  478.87  5.640068e+06    0.80 483.49    1.67        0  |
milinfract                 1000   500   501 max  2.633900e+00  2.633900e+00  |iterlim     1.920589e+01  629.18  1.917966e+00   37.33 901.37  144.68        0  |iterlim     1.920589e+01  629.18  1.917966e+00   37.33 901.37   71.25        0  |iterlim     1.920589e+01  629.18  1.917966e+00   37.33 901.37   71.62        0  |iterlim     1.920589e+01  629.18  1.917966e+00   37.33 901.37  137.90        0  |
minlphix                     84    20    96 min  3.166927e+02  3.166927e+02  |normal      0.000000e+00     inf  3.166927e+02    0.00    inf    0.23        0  |normal      0.000000e+00     inf  3.186421e+02    0.62    inf    0.09        0  |normal      0.000000e+00     inf  3.186421e+02    0.62    inf    0.09        0  |normal      0.000000e+00     inf  3.166927e+02    0.00    inf    0.18        0  |
multiplants_mtg1a           194    93   267 max  4.072166e+02  3.916134e+02  |normal      0.000000e+00      --  7.703754e+01      --    inf    0.77        0 !|normal      0.000000e+00      --  7.703754e+01      --    inf    0.11        0 !|normal      0.000000e+00      --  7.703754e+01      --    inf    0.11        0 !|normal      0.000000e+00      --  7.703754e+01      --    inf    0.28        0 !|
multiplants_mtg2            230   112   320 max  7.099896e+03  7.099186e+03  |normal      0.000000e+00      --  6.917188e+03      --    inf    1.51        0 !|normal      0.000000e+00      --  6.917188e+03      --    inf    0.17        0 !|normal      0.000000e+00      --  6.917188e+03      --    inf    0.17        0 !|normal      0.000000e+00      --  6.917188e+03      --    inf    0.29        0 !|
multiplants_mtg5            191    78   322 max  5.925242e+03  5.924649e+03  |normal      0.000000e+00      --  5.644810e+03      --    inf    0.59        0 !|normal      0.000000e+00      --  5.644810e+03      --    inf    0.11        0 !|normal      0.000000e+00      --  5.644810e+03      --    inf    0.10        0 !|normal      0.000000e+00      --  5.644810e+03      --    inf    0.18        0 !|
multiplants_stg5            451   216   324 max  1.075089e+04  5.843273e+03  |normal      1.590370e+05      --            --      --     --    3.55        0  |normal      1.590370e+05      --            --      --     --    0.45        0  |normal      1.590370e+05      --            --      --     --    0.45        0  |normal      1.590370e+05      --            --      --     --    0.67        0  |
nvs01                         3     2     4 min  1.246967e+01  1.246967e+01  |normal      0.000000e+00     inf            --     inf    inf    0.08        0  |normal      0.000000e+00     inf            --     inf    inf    0.04        0  |normal      0.000000e+00     inf            --     inf    inf    0.05        0  |iterlim     0.000000e+00     inf  7.407505e+01  494.04    inf    2.34     5742  |
nvs05                         8     2    13 min  5.470934e+00  5.470934e+00  |normal      6.740222e-01  711.68  1.983617e+01  262.57  Large    1.45        1  |normal      6.740222e-01  711.68  1.983617e+01  262.57  Large    0.21        0  |normal      6.740222e-01  711.68  1.983617e+01  262.57  Large    0.76        1  |normal      6.740222e-01  711.68  1.983617e+01  262.57  Large    0.30        0  |
nvs16                         2     2     0 min  7.031250e-01  7.031250e-01  |normal      0.000000e+00     inf  7.031250e-01    0.00    inf    0.09        0  |normal      0.000000e+00     inf  7.031250e-01    0.00    inf    0.04        0  |normal      0.000000e+00     inf  7.031250e-01    0.00    inf    0.05        0  |normal      0.000000e+00     inf  7.031250e-01    0.00    inf    0.06        0  |
nvs21                         3     2     2 min -5.684782e+00 -5.684782e+00  |normal     -2.572800e+07   Large -9.724489e-03   Large  Large    0.10        0  |normal     -2.572800e+07   Large  0.000000e+00     inf    inf    0.04        0  |normal     -2.572800e+07   Large  0.000000e+00     inf    inf    0.04        0  |normal     -2.572800e+07   Large -9.724489e-03   Large  Large    0.08        0  |
nvs22                         8     4    13 min  6.058220e+00  6.058220e+00  |normal      1.826360e+00  231.71  2.221044e+01  266.62  Large    0.26        0  |normal      1.826360e+00  231.71            --     inf     --    0.07        0  |normal      1.826360e+00  231.71            --     inf     --    0.13        0  |normal      1.826360e+00  231.71            --     inf     --    0.17        0  |
oaer                          9     3     9 min -1.923099e+00 -1.923099e+00  |iterlim    -5.388888e+00  180.22 -1.923099e+00   -0.00 180.22    0.15        0  |normal     -5.388888e+00  180.22 -1.923099e+00    0.00 180.22    0.06        0  |normal     -5.388888e+00  180.22 -1.923099e+00    0.00 180.22    0.06        0  |iterlim    -5.388888e+00  180.22 -1.923099e+00   -0.00 180.22    0.12        0  |
oil                        1535    19  1964 min -9.467610e-01 -9.325082e-01  |normal     -3.232959e+00      -- -8.513733e-01      -- 279.73    4.02        0  |iterlim    -3.232959e+00      --           inf      --    inf    0.72        0  |normal     -3.232959e+00      --            --      --     --    0.84        0  |iterlim    -3.232959e+00      --           inf      --    inf    0.72        0  |
oil2                        936     2  1210 min -7.332600e-01 -7.332600e-01  |normal     -1.099991e+00   50.01            --     inf     --    2.53        0  |normal     -1.099982e+00   50.01            --     inf     --    1.20        0  |normal     -1.099991e+00   50.01            --     inf     --    0.91        0  |normal     -1.099982e+00   50.01            --     inf     --    1.34        0  |
ortez                        87    18    92 min -9.532039e+03 -9.532039e+03  |iterlim    -4.508160e+04  372.95  0.000000e+00     inf    inf    0.27        0  |iterlim    -1.492503e+04   56.58  0.000000e+00     inf    inf    0.17        0  |iterlim    -4.508160e+04  372.95  0.000000e+00     inf    inf    0.18        0  |iterlim    -1.492503e+04   56.58  0.000000e+00     inf    inf    0.21        0  |
parallel                    205    25   115 min  9.242956e+02  9.242956e+02  |normal      0.000000e+00     inf  9.242956e+02   -0.00    inf    0.33        0  |normal      0.000000e+00     inf  9.247762e+02    0.05    inf    0.07        0  |normal      0.000000e+00     inf  9.247762e+02    0.05    inf    0.07        0  |normal      0.000000e+00     inf  9.243811e+02    0.01    inf    0.22        0  |
portfol_robust050_34        203    51   156 min -7.208154e-02 -7.207553e-02  |normal     -1.239364e-01      -- -7.207553e-02      --  71.95    6.48     1755  |normal     -1.239364e-01      -- -7.207553e-02      --  71.95    1.67      798  |normal     -1.239364e-01      -- -7.207553e-02      --  71.95    1.68      798  |normal     -1.239364e-01      -- -7.207553e-02      --  71.95    3.78     1755  |
portfol_robust100_09        403   101   306 min -1.050053e-01 -1.050046e-01  |normal     -1.568256e-01      -- -1.050046e-01      --  49.35   68.29    65909  |normal     -1.568256e-01      -- -1.050046e-01      --  49.35   18.29    25301  |normal     -1.568256e-01      -- -1.050046e-01      --  49.35   18.21    25301  |normal     -1.568256e-01      -- -1.050046e-01      --  49.35   61.58    69728  |
portfol_robust200_03        803   201   606 min -1.341107e-01 -1.291145e-01  |timelim    -1.810760e-01      -- -1.269687e-01      --  42.61  902.17   437128  |timelim    -1.810760e-01      -- -1.285935e-01      --  40.81  900.94   419308  |timelim    -1.810760e-01      -- -1.285935e-01      --  40.81  900.44   482204  |timelim    -1.810760e-01      -- -1.285935e-01      --  40.81  901.96   481280  |
portfol_shortfall050_68     204    51   157 min -1.097204e+00 -1.097204e+00  |normal     -1.223120e+00   11.48 -1.097204e+00    0.00  11.48  653.80   854792  |normal     -1.223120e+00   11.48 -1.097204e+00    0.00  11.48  554.98   775591  |normal     -1.223120e+00   11.48 -1.097204e+00    0.00  11.48  557.41   775591  |normal     -1.223120e+00   11.48 -1.097204e+00    0.00  11.48  648.38   854792  |
portfol_shortfall100_04     404   101   307 min -1.126143e+00 -1.117879e+00  |timelim    -1.371100e+00      -- -1.114277e+00      --  23.05  900.50   971258  |timelim    -1.371100e+00      -- -1.110233e+00      --  23.50  900.20  1142353  |timelim    -1.371100e+00      -- -1.117707e+00      --  22.67  900.32  1151008  |timelim    -1.371100e+00      -- -1.110233e+00      --  23.50  900.40  1148586  |
portfol_shortfall200_05     804   201   607 min -1.144213e+00 -1.127284e+00  |timelim    -1.371100e+00      -- -1.000000e+00      --  37.11  901.05   525371  |timelim    -1.371100e+00      -- -1.000000e+00      --  37.11  901.45   511205  |timelim    -1.371100e+00      -- -1.000000e+00      --  37.11  901.31   513359  |timelim    -1.371100e+00      -- -1.000000e+00      --  37.11  901.88   517995  |
prob02                        6     6     8 min  1.122350e+05  1.122350e+05  |normal      1.122350e+05    0.00  1.122350e+05    0.00   0.00    0.12        0  |normal      4.800000e+04  133.82  1.122350e+05    0.00 133.82    0.05        0  |normal      1.122350e+05    0.00  1.122350e+05    0.00   0.00    0.06        0  |normal      4.800000e+04  133.82  1.122350e+05    0.00 133.82    0.10        0  |
prob03                        2     2     1 min  1.000000e+01  1.000000e+01  |normal      1.000000e+01    0.00  1.000000e+01    0.00   0.00    0.05        0  |normal      5.000000e+00  100.00  1.000000e+01    0.00 100.00    0.05        0  |normal      1.000000e+01    0.00  1.000000e+01    0.00   0.00    0.04        0  |iterlim     5.000000e+00  100.00  1.000000e+01    0.00 100.00    0.07        0  |
procsel                      10     3     9 min -1.923099e+00 -1.923099e+00  |iterlim    -5.388889e+00  180.22 -1.923099e+00    0.00 180.22    0.11        0  |normal     -5.388889e+00  180.22 -1.923099e+00    0.00 180.22    0.06        0  |normal     -5.388889e+00  180.22 -1.923099e+00    0.00 180.22    0.06        0  |iterlim    -5.388889e+00  180.22 -1.923099e+00    0.00 180.22    0.08        0  |
product                    1553   107  2057 min -2.142957e+03 -2.142948e+03  |normal     -2.142605e+03      --            --      --     --    2.52      250  |normal     -2.142605e+03      --            --      --     --    0.55      250  |normal     -2.142605e+03      --            --      --     --    0.56      250  |normal     -2.142605e+03      --            --      --     --    0.96      250  |
product2                   2842   128  3653 min -2.102393e+03 -2.102389e+03  |normal     -2.102460e+03      --            --      --     --   17.96     4734  |normal     -2.102460e+03      --            --      --     --   11.83       32  |normal     -2.102460e+03      --            --      --     --   11.11       32  |normal     -2.102460e+03      --            --      --     --   13.16     4734  |
radar-3000-10-a-8_lat_7   15000  3000 12001 min  1.038892e+03  1.039000e+03  |iterlim     9.000000e+00      --  2.999500e+04      --  Large  128.62        0  |iterlim     9.000000e+00      --  2.999500e+04      --  Large   55.14        0  |iterlim     9.000000e+00      --  2.999500e+04      --  Large   55.38        0  |iterlim     9.000000e+00      --  2.999500e+04      --  Large  120.70        0  |
ringpack_10_1                70    50   385 min -2.085822e+01 -2.006649e+01  |normal     -2.085822e+01      -- -1.309945e+01      --  59.23    3.99      658  |normal     -2.085822e+01      -- -1.188555e+01      --  75.49    1.11      434  |normal     -2.085822e+01      -- -1.188555e+01      --  75.49    1.13      434  |normal     -2.085822e+01      -- -1.309945e+01      --  59.23    3.53      658  |
ringpack_10_2                80    60   475 min -2.085822e+01 -2.006649e+01  |normal     -2.085822e+01      -- -2.006649e+01      --   3.95    5.00    11870  |iterlim    -2.085822e+01      -- -1.927477e+01      --   8.22    3.17    10946  |iterlim    -2.085822e+01      -- -1.927477e+01      --   8.22    3.19    10946  |normal     -2.085822e+01      -- -2.006649e+01      --   3.95    4.31    11870  |
sep1                         29     2    37 min -5.100810e+02 -5.100810e+02  |normal     -7.235000e+02   41.84 -5.100810e+02    0.00  41.84    0.19        0  |normal     -7.235000e+02   41.84 -5.100810e+02    0.00  41.84    0.09        0  |normal     -7.235000e+02   41.84 -5.100810e+02    0.00  41.84    0.09        0  |normal     -7.235000e+02   41.84 -5.100810e+02    0.00  41.84    0.14        0  |
sepasequ_convent            641    20  1129 min  4.824998e+02  4.824998e+02  |normal      3.674295e+01   Large  4.824998e+02   -0.00  Large   10.13      152  |normal      3.674295e+01   Large  4.824998e+02   -0.00  Large    5.63       24  |normal      3.674295e+01   Large  4.824998e+02   -0.00  Large    5.66       24  |normal      3.674295e+01   Large  4.824998e+02   -0.00  Large    7.43      152  |
sfacloc2_2_80               246    92  2165 min  1.327951e+01  1.327951e+01  |normal      0.000000e+00     inf  1.648563e+01   24.14    inf    2.17        0  |normal      0.000000e+00     inf  1.648563e+01   24.14    inf    0.31        0  |normal      0.000000e+00     inf  1.648563e+01   24.14    inf    0.32        0  |normal      0.000000e+00     inf  1.648563e+01   24.14    inf    1.63        0  |
sfacloc2_2_90               214    60   393 min  1.859411e+01  1.859411e+01  |normal      0.000000e+00     inf  2.294758e+01   23.41    inf    0.57        0  |normal      0.000000e+00     inf  2.294758e+01   23.41    inf    0.11        0  |normal      0.000000e+00     inf  2.294758e+01   23.41    inf    0.11        0  |normal      0.000000e+00     inf  2.294758e+01   23.41    inf    0.45        0  |
sfacloc2_2_95               186    39   239 min  1.957755e+01  1.957755e+01  |normal      2.083676e+00  839.57  2.427495e+01   23.99  Large    0.43      200  |normal      0.000000e+00     inf  2.381074e+01   21.62    inf    0.09        0  |normal      2.083676e+00  839.57  2.427495e+01   23.99  Large    0.12       62  |normal      0.000000e+00     inf  2.381074e+01   21.62    inf    0.25        0  |
sfacloc2_3_80               323   107  2268 min  1.105852e+01  1.105852e+01  |normal      0.000000e+00     inf  1.384480e+01   25.20    inf    5.20      895  |normal      0.000000e+00     inf  1.384480e+01   25.20    inf    0.69      167  |normal      0.000000e+00     inf  1.384480e+01   25.20    inf    0.70      167  |normal      0.000000e+00     inf  1.384480e+01   25.20    inf    4.56      895  |
sfacloc2_3_90               291    75   496 min  1.509450e+01  1.509450e+01  |normal      0.000000e+00     inf  2.389418e+01   58.30    inf    1.00      650  |normal      0.000000e+00     inf  2.389418e+01   58.30    inf    0.19       84  |normal      0.000000e+00     inf  2.389418e+01   58.30    inf    0.18       84  |normal      0.000000e+00     inf  2.389418e+01   58.30    inf    0.86      650  |
sfacloc2_3_95               263    54   342 min  1.615112e+01  1.615112e+01  |normal      1.344890e+00   Large  1.874245e+01   16.04  Large    1.54     2858  |normal      0.000000e+00     inf  2.820671e+01   74.64    inf    0.16      102  |normal      1.344890e+00   Large  2.184602e+01   35.26  Large    0.22      947  |normal      0.000000e+00     inf  2.770685e+01   71.55    inf    1.82     1736  |
sfacloc2_4_80               400   122  2371 min  9.777070e+00  9.953071e+00  |normal      0.000000e+00      --  1.043273e+01      --    inf   11.62      995  |normal      0.000000e+00      --  1.797221e+01      --    inf    0.72      109  |normal      0.000000e+00      --  1.797221e+01      --    inf    0.73      109  |normal      0.000000e+00      --  1.043273e+01      --    inf   10.63      995  |
sfacloc2_4_90               368    90   599 min  1.341150e+01  1.341150e+01  |normal      0.000000e+00     inf  1.486132e+01   10.81    inf    2.46     1129  |normal      0.000000e+00     inf  2.043784e+01   52.39    inf    0.26        0  |normal      0.000000e+00     inf  2.043784e+01   52.39    inf    0.27        0  |normal      0.000000e+00     inf  1.486132e+01   10.81    inf    2.17     1129  |
sfacloc2_4_95               340    69   445 min  1.429918e+01  1.429918e+01  |normal      9.382247e-01   Large  1.527304e+01    6.81  Large    3.83     8435  |normal      0.000000e+00     inf  2.107900e+01   47.41    inf    0.19        1  |normal      9.382247e-01   Large  2.690482e+01   88.16  Large    0.48     3445  |normal      0.000000e+00     inf  1.598129e+01   11.76    inf    1.74      358  |
sjup2                      1696     8 17325 min  1.122903e+04  1.122903e+04  |normal      9.666110e+03   16.17  1.132403e+04    0.85  17.15   84.42        0  |normal      9.666110e+03   16.17  1.132403e+04    0.85  17.15   52.82        0  |normal      9.666110e+03   16.17  1.132403e+04    0.85  17.15   52.69        0  |normal      9.666110e+03   16.17  1.132403e+04    0.85  17.15   77.24        0  |
smallinvSNPr1b020-022       101   100     4 min  2.494273e-01  2.494273e-01  |normal      2.516767e-01   -0.90  2.516767e-01    0.90   0.00    2.45        0 !|normal      2.516767e-01   -0.90  2.516767e-01    0.90   0.00    2.16        0 !|normal      2.516767e-01   -0.90  2.516767e-01    0.90   0.00    2.11        0 !|normal      2.516767e-01   -0.90  2.516767e-01    0.90   0.00    2.18        0 !|
smallinvSNPr1b100-110       101   100     4 min  5.813078e+00  5.813078e+00  |normal      5.815307e+00   -0.04  5.815307e+00    0.04   0.00    7.90        0  |normal      5.815307e+00   -0.04  5.815307e+00    0.04   0.00    7.46        0  |normal      5.815307e+00   -0.04  5.815307e+00    0.04   0.00    7.52        0  |normal      5.815307e+00   -0.04  5.815307e+00    0.04   0.00    7.41        0  |
smallinvSNPr1b150-165       101   100     4 min  1.299120e+01  1.299120e+01  |normal      1.300900e+01   -0.14  1.300900e+01    0.14   0.00   10.36        0 !|normal      1.300900e+01   -0.14  1.300900e+01    0.14   0.00   10.19        0 !|normal      1.300900e+01   -0.14  1.300900e+01    0.14   0.00   10.04        0 !|normal      1.300900e+01   -0.14  1.300900e+01    0.14   0.00   10.01        0 !|
smallinvSNPr1b200-220       101   100     4 min  2.309925e+01  2.309925e+01  |normal      2.309925e+01    0.00  2.309925e+01    0.00   0.00    9.52        0  |normal      2.309925e+01    0.00  2.309925e+01    0.00   0.00    8.93        0  |normal      2.309925e+01    0.00  2.309925e+01    0.00   0.00    9.16        0  |normal      2.309925e+01    0.00  2.309925e+01    0.00   0.00    9.03        0  |
smallinvSNPr2b010-011       101   100     4 min  6.652821e-02  6.652821e-02  |normal      6.652821e-02    0.00  6.652821e-02    0.00   0.00    1.12        0  |normal      6.652821e-02    0.00  6.652821e-02    0.00   0.00    0.87        0  |normal      6.652821e-02    0.00  6.652821e-02    0.00   0.00    0.86        0  |normal      6.652821e-02    0.00  6.652821e-02    0.00   0.00    0.88        0  |
smallinvSNPr2b020-022       101   100     4 min  2.611268e-01  2.611268e-01  |normal      2.611268e-01    0.00  2.611268e-01    0.00   0.00    4.15        0  |normal      2.611268e-01    0.00  2.611268e-01    0.00   0.00    3.73        0  |normal      2.611268e-01    0.00  2.611268e-01    0.00   0.00    3.71        0  |normal      2.611268e-01    0.00  2.611268e-01    0.00   0.00    3.74        0  |
smallinvSNPr2b050-055       101   100     4 min  1.502224e+00  1.502224e+00  |normal      1.502224e+00    0.00  1.502224e+00    0.00   0.00    3.45        0  |normal      1.502224e+00    0.00  1.502224e+00    0.00   0.00    3.14        0  |normal      1.502224e+00    0.00  1.502224e+00    0.00   0.00    3.15        0  |normal      1.502224e+00    0.00  1.502224e+00    0.00   0.00    3.12        0  |
smallinvSNPr2b100-110       101   100     4 min  5.977725e+00  5.977725e+00  |normal      5.977725e+00    0.00  5.977725e+00    0.00   0.00    7.69        0  |normal      5.977725e+00    0.00  5.977725e+00    0.00   0.00    7.08        0  |normal      5.977725e+00    0.00  5.977725e+00    0.00   0.00    6.95        0  |normal      5.977725e+00    0.00  5.977725e+00    0.00   0.00    7.06        0  |
smallinvSNPr2b150-165       101   100     4 min  1.336053e+01  1.336053e+01  |normal      1.337536e+01   -0.11  1.337536e+01    0.11   0.00    7.32        0 !|normal      1.337536e+01   -0.11  1.337536e+01    0.11   0.00    6.86        0 !|normal      1.337536e+01   -0.11  1.337536e+01    0.11   0.00    7.03        0 !|normal      1.337536e+01   -0.11  1.337536e+01    0.11   0.00    6.84        0 !|
smallinvSNPr2b200-220       101   100     4 min  2.375247e+01  2.375247e+01  |normal      2.375247e+01    0.00  2.375247e+01    0.00   0.00    6.01        0  |normal      2.375247e+01    0.00  2.375247e+01    0.00   0.00    5.62        0  |normal      2.375247e+01    0.00  2.375247e+01    0.00   0.00    5.48        0  |normal      2.375247e+01    0.00  2.375247e+01    0.00   0.00    5.48        0  |
smallinvSNPr3b010-011       101   100     4 min  8.406839e-02  8.406839e-02  |normal      8.406839e-02    0.00  8.406839e-02    0.00   0.00    0.57        0  |normal      8.406839e-02    0.00  8.406839e-02    0.00   0.00    0.30        0  |normal      8.406839e-02    0.00  8.406839e-02    0.00   0.00    0.29        0  |normal      8.406839e-02    0.00  8.406839e-02    0.00   0.00    0.31        0  |
smallinvSNPr3b020-022       101   100     4 min  2.632341e-01  2.632341e-01  |normal      2.632341e-01    0.00  2.632341e-01    0.00   0.00    2.25        0  |normal      2.632341e-01    0.00  2.632341e-01    0.00   0.00    1.95        0  |normal      2.632341e-01    0.00  2.632341e-01    0.00   0.00    1.96        0  |normal      2.632341e-01    0.00  2.632341e-01    0.00   0.00    1.94        0  |
smallinvSNPr3b050-055       101   100     4 min  1.589586e+00  1.589586e+00  |normal      1.589586e+00    0.00  1.589586e+00    0.00   0.00    7.97        0  |normal      1.589586e+00    0.00  1.589586e+00    0.00   0.00    7.43        0  |normal      1.589586e+00    0.00  1.589586e+00    0.00   0.00    7.50        0  |normal      1.589586e+00    0.00  1.589586e+00    0.00   0.00    7.30        0  |
smallinvSNPr3b100-110       101   100     4 min  6.199948e+00  6.199948e+00  |normal      6.199948e+00    0.00  6.199948e+00    0.00   0.00   15.15        0  |normal      6.199948e+00    0.00  6.199948e+00    0.00   0.00   15.11        0  |normal      6.199948e+00    0.00  6.199948e+00    0.00   0.00   15.18        0  |normal      6.199948e+00    0.00  6.199948e+00    0.00   0.00   15.14        0  |
smallinvSNPr3b150-165       101   100     4 min  1.379647e+01  1.379647e+01  |normal      1.379647e+01    0.00  1.379647e+01   -0.00   0.00    9.89        0  |normal      1.379647e+01    0.00  1.379647e+01   -0.00   0.00    9.45        0  |normal      1.379647e+01    0.00  1.379647e+01   -0.00   0.00    9.52        0  |normal      1.379647e+01    0.00  1.379647e+01   -0.00   0.00    9.52        0  |
smallinvSNPr3b200-220       101   100     4 min  2.447760e+01  2.447760e+01  |normal      2.449511e+01   -0.07  2.449511e+01    0.07   0.00    8.30        0  |normal      2.449511e+01   -0.07  2.449511e+01    0.07   0.00    7.75        0  |normal      2.449511e+01   -0.07  2.449511e+01    0.07   0.00    7.77        0  |normal      2.449511e+01   -0.07  2.449511e+01    0.07   0.00    7.89        0  |
smallinvSNPr4b010-011       101   100     4 min  1.111023e-01  1.111023e-01  |normal      1.113463e-01   -0.22  1.113463e-01    0.22   0.00    6.57        0  |normal      1.113463e-01   -0.22  1.113463e-01    0.22   0.00    6.18        0  |normal      1.113463e-01   -0.22  1.113463e-01    0.22   0.00    6.31        0  |normal      1.113463e-01   -0.22  1.113463e-01    0.22   0.00    6.29        0  |
smallinvSNPr4b020-022       101   100     4 min  2.823518e-01  2.823518e-01  |normal      2.823518e-01    0.00  2.823518e-01    0.00   0.00    1.87        0  |normal      2.823518e-01    0.00  2.823518e-01    0.00   0.00    1.66        0  |normal      2.823518e-01    0.00  2.823518e-01    0.00   0.00    1.59        0  |normal      2.823518e-01    0.00  2.823518e-01    0.00   0.00    1.57        0  |
smallinvSNPr4b050-055       101   100     4 min  1.641198e+00  1.641198e+00  |normal      1.641198e+00    0.00  1.641198e+00    0.00   0.00   26.67        0  |normal      1.641198e+00    0.00  1.641198e+00    0.00   0.00   25.63        0  |normal      1.641198e+00    0.00  1.641198e+00    0.00   0.00   25.71        0  |normal      1.641198e+00    0.00  1.641198e+00    0.00   0.00   26.21        0  |
smallinvSNPr4b100-110       101   100     4 min  6.367161e+00  6.367161e+00  |normal      6.411961e+00   -0.70  6.411961e+00    0.70   0.00    8.46        0 !|normal      6.411961e+00   -0.70  6.411961e+00    0.70   0.00    7.96        0 !|normal      6.411961e+00   -0.70  6.411961e+00    0.70   0.00    8.05        0 !|normal      6.411961e+00   -0.70  6.411961e+00    0.70   0.00    7.91        0 !|
smallinvSNPr4b150-165       101   100     4 min  1.429523e+01  1.429523e+01  |normal      1.433426e+01   -0.27  1.433426e+01    0.27   0.00   13.89        0 !|normal      1.433426e+01   -0.27  1.433426e+01    0.27   0.00   12.84        0 !|normal      1.433426e+01   -0.27  1.433426e+01    0.27   0.00   13.05        0 !|normal      1.433426e+01   -0.27  1.433426e+01    0.27   0.00   13.03        0 !|
smallinvSNPr4b200-220       101   100     4 min  2.526890e+01  2.526890e+01  |normal      2.526890e+01    0.00  2.526890e+01    0.00   0.00    4.25        0  |normal      2.526890e+01    0.00  2.526890e+01    0.00   0.00    3.96        0  |normal      2.526890e+01    0.00  2.526890e+01    0.00   0.00    3.90        0  |normal      2.526890e+01    0.00  2.526890e+01    0.00   0.00    3.92        0  |
smallinvSNPr5b010-011       101   100     4 min  1.111023e-01  1.111023e-01  |normal      1.111023e-01    0.00  1.111023e-01    0.00   0.00    4.88        0  |normal      1.111023e-01    0.00  1.111023e-01    0.00   0.00    4.62        0  |normal      1.111023e-01    0.00  1.111023e-01    0.00   0.00    4.60        0  |normal      1.111023e-01    0.00  1.111023e-01    0.00   0.00    4.58        0  |
