                                   Instance                                    |                                  Scb2804m@1                                  |                                   boaos@1                                    |                                    scip@1                                    |
rsyn0815m02m                 470   188    981 max  1.774397e+03  1.774397e+03  |normal      1.774399e+03    0.00  1.774399e+03   -0.00   0.00  86.32    8011  |timelim    -9.892701e+10     inf          -inf     inf    inf 935.73       0 !|normal      1.774398e+03    0.00  1.774398e+03   -0.00   0.00   6.62    1031  |
rsyn0815m03h                1347   282   2217 max  2.827928e+03  2.827928e+03  |normal      2.827931e+03    0.00  2.827931e+03   -0.00   0.00   4.44      10  |normal      2.827928e+03    0.00  2.827928e+03   -0.00   0.00  13.24       0  |normal      2.830530e+03    0.09  2.827928e+03   -0.00   0.09   5.93       1  |
rsyn0815m03hfsg             1347   282   2217 max  2.828209e+03  2.827926e+03  |normal      2.827928e+03      --  2.827928e+03      --   0.00   6.65      28  |normal      2.827926e+03      --  2.827926e+03      --  -0.00  10.50       0  |normal      2.830643e+03      --  2.827926e+03      --   0.10   4.77       1  |
rsyn0815m03m                 705   282   1647 max  2.827926e+03  2.827926e+03  |normal      2.460191e+03  -14.95  2.460191e+03   14.95   0.00  76.18    8321 !|timelim    -2.227698e+11     inf          -inf     inf    inf 904.08       0 !|normal      2.827927e+03    0.00  2.827927e+03   -0.00   0.00  19.70    2198  |
rsyn0815m04h                1796   376   3190 max  3.410856e+03  3.410856e+03  |normal      3.410859e+03    0.00  3.410859e+03   -0.00   0.00   7.30       2  |normal      3.410856e+03   -0.00  3.410856e+03   -0.00  -0.00   6.84       0  |normal      3.411092e+03    0.01  3.410857e+03   -0.00   0.01   2.30       1  |
rsyn0815m04hfsg             1796   376   3190 max  3.410955e+03  3.410854e+03  |normal      3.410858e+03      --  3.410858e+03      --   0.00   6.75       0  |normal      3.410854e+03      --  3.410854e+03      --  -0.00   5.73       0  |normal      3.414040e+03      --  3.410855e+03      --   0.09   1.95       1  |
rsyn0815m04m                 940   376   2430 max  3.410854e+03  3.410854e+03  |normal      3.410858e+03    0.00  3.410858e+03   -0.00   0.00 159.06    7854  |timelim    -3.654342e+11     inf          -inf     inf    inf 903.13       0 !|normal      3.410855e+03    0.00  3.410855e+03   -0.00   0.00  51.11    4874  |
rsyn0820h                    417    52    604 max  1.150301e+03  1.150301e+03  |normal      1.150306e+03    0.00  1.150306e+03   -0.00   0.00   1.04      15  |normal      1.150301e+03    0.00  1.150301e+03   -0.00   0.00   0.85       0  |normal      1.151119e+03    0.07  1.150301e+03   -0.00   0.07   0.39       1  |
rsyn0820hfsg                 417    52    604 max  1.150406e+03  1.150301e+03  |normal      1.150302e+03      --  1.150302e+03      --   0.00   1.14       7  |normal      1.150301e+03      --  1.150301e+03      --   0.00   1.01       0  |normal      1.150733e+03      --  1.150301e+03      --   0.04   0.35       1  |
rsyn0820m                    215    84    371 max  1.150301e+03  1.150301e+03  |normal      1.150303e+03    0.00  1.150303e+03   -0.00   0.00   6.49     440  |normal      1.150301e+03    0.00  1.150301e+03    0.00   0.00   3.55       0  |normal      1.150301e+03    0.00  1.150301e+03   -0.00   0.00   1.56     126  |
rsyn0820m02h                 978   208   1500 max  1.092092e+03  1.092092e+03  |normal      1.092093e+03    0.00  1.092093e+03   -0.00   0.00   2.19       0  |normal      1.092092e+03    0.00  1.092092e+03   -0.00  -0.00   3.14       0  |normal      1.093038e+03    0.09  1.092092e+03   -0.00   0.09   0.61       1  |
rsyn0820m02hfsg              978   208   1500 max  1.092149e+03  1.092091e+03  |normal      1.092094e+03      --  1.092094e+03      --   0.00   1.81       0  |normal      1.092091e+03      --  1.092091e+03      --  -0.00   3.01       0  |normal      1.092859e+03      --  1.092092e+03      --   0.07   1.29       1  |
rsyn0820m02m                 510   208   1074 max  1.092091e+03  1.092091e+03  |normal      1.092093e+03    0.00  1.092093e+03   -0.00   0.00  62.82    7306  |timelim    -1.304804e+11     inf          -inf     inf    inf 928.02       0 !|normal      1.092092e+03    0.00  1.092092e+03   -0.00   0.00   9.79    1999  |
rsyn0820m03h                1467   312   2448 max  2.028813e+03  2.028813e+03  |normal      2.027330e+03   -0.07  2.027330e+03    0.07   0.00   3.66       0  |normal      2.028813e+03    0.00  2.028813e+03   -0.00  -0.00   9.40       0  |normal      2.030496e+03    0.08  2.028813e+03   -0.00   0.08   3.55       1  |
rsyn0820m03hfsg             1467   312   2448 max  2.029015e+03  2.028812e+03  |normal      2.028816e+03      --  2.028816e+03      --   0.00   4.91       5  |normal      2.028812e+03      --  2.028812e+03      --  -0.00  19.39       0  |normal      2.030408e+03      --  2.028813e+03      --   0.08   2.27       1  |
rsyn0820m03m                 765   312   1809 max  2.028812e+03  2.028812e+03  |normal      2.028814e+03    0.00  2.028814e+03   -0.00   0.00 181.70   17895  |timelim    -2.538742e+11     inf          -inf     inf    inf 903.42       0 !|normal      2.028813e+03    0.00  2.028813e+03   -0.00   0.00  18.93    2905  |
rsyn0820m04h                1956   416   3528 max  2.450773e+03  2.450773e+03  |normal      2.450775e+03    0.00  2.450775e+03   -0.00   0.00  15.00      28  |normal      2.450773e+03    0.00  2.450773e+03   -0.00  -0.00  12.22       0  |normal      2.452126e+03    0.06  2.450774e+03   -0.00   0.06   2.49       1  |
rsyn0820m04hfsg             1956   416   3528 max  2.450908e+03  2.450772e+03  |normal      2.450775e+03      --  2.450775e+03      --   0.00  13.83      15  |normal      2.450772e+03      --  2.450772e+03      --   0.00  10.92       0  |normal      2.452664e+03      --  2.450773e+03      --   0.08   2.76       1  |
rsyn0820m04m                1020   416   2676 max  2.450772e+03  2.450772e+03  |normal      2.450780e+03    0.00  2.450780e+03   -0.00   0.00 169.94   12867  |timelim    -3.429191e+11     inf          -inf     inf    inf 903.51       0 !|normal      2.450773e+03    0.00  2.450773e+03   -0.00   0.00  75.81    6297  |
rsyn0830h                    494    62    716 max  5.100721e+02  5.100721e+02  |normal      5.100738e+02    0.00  5.100738e+02   -0.00   0.00   1.41       2  |normal      5.100721e+02    0.00  5.100721e+02   -0.00  -0.00   1.17       0  |normal      5.105809e+02    0.10  5.100725e+02   -0.00   0.10   2.21       1  |
rsyn0830hfsg                 494    62    716 max  5.100732e+02  5.100720e+02  |normal      5.100737e+02      --  5.100737e+02      --   0.00   2.40       7  |normal      5.100720e+02      --  5.100720e+02      --  -0.00   0.88       0  |normal      5.103396e+02      --  5.100721e+02      --   0.05   1.45       1  |
rsyn0830m                    250    94    425 max  5.100720e+02  5.100720e+02  |normal      5.100732e+02    0.00  5.100732e+02   -0.00   0.00   8.77     516  |normal      5.100720e+02    0.00  5.100720e+02   -0.00   0.00  74.00       0  |normal      5.100724e+02    0.00  5.100724e+02   -0.00   0.00   0.96      85  |
rsyn0830m02h                1172   248   1794 max  7.305118e+02  7.305074e+02  |normal      7.305096e+02      --  7.305096e+02      --   0.00   3.28      12  |normal      7.305074e+02      --  7.305074e+02      --  -0.00   3.72       0  |normal      7.305219e+02      --  7.305084e+02      --   0.00   3.01       4  |
rsyn0830m02hfsg             1172   248   1794 max  7.305585e+02  7.305072e+02  |normal      7.305131e+02      --  7.305131e+02      --   0.00   3.22       8  |normal      7.305072e+02      --  7.305072e+02      --  -0.00   4.17       0  |normal      7.311803e+02      --  7.305084e+02      --   0.09   2.18       1  |
rsyn0830m02m                 620   248   1272 max  7.305083e+02  7.305072e+02  |normal      7.305101e+02      --  7.305101e+02      --   0.00 122.00    5186  |timelim    -4.236068e+10      --          -inf      --    inf 910.19       0 !|normal      7.305082e+02      --  7.305082e+02      --   0.00  14.75    1752  |
rsyn0830m03h                1758   372   2934 max  1.543060e+03  1.543060e+03  |normal      1.543066e+03    0.00  1.543066e+03   -0.00   0.00  10.40      24  |normal      1.543060e+03    0.00  1.543060e+03   -0.00  -0.00   4.48       0  |normal      1.544443e+03    0.09  1.543061e+03   -0.00   0.09   2.59       1  |
rsyn0830m03hfsg             1758   372   2934 max  1.543062e+03  1.543059e+03  |normal      1.543063e+03      --  1.543063e+03      --   0.00  11.18      14  |normal      1.543059e+03      --  1.543059e+03      --  -0.00   4.96       0  |normal      1.544486e+03      --  1.543061e+03      --   0.09   1.70       1  |
rsyn0830m03m                 930   372   2151 max  1.543059e+03  1.543059e+03  |normal      1.543070e+03    0.00  1.543070e+03   -0.00   0.00 108.61    5555  |timelim    -1.832082e+11     inf          -inf     inf    inf 901.79       0 !|normal      1.543062e+03    0.00  1.543062e+03   -0.00   0.00  24.04    2239  |
rsyn0830m04h                2344   496   4236 max  2.529074e+03  2.529074e+03  |normal      2.529081e+03    0.00  2.529081e+03   -0.00   0.00  14.44      40  |normal      2.529074e+03    0.00  2.529074e+03   -0.00  -0.00   6.78       0  |normal      2.531588e+03    0.10  2.529075e+03   -0.00   0.10   2.58       1  |
rsyn0830m04hfsg             2344   496   4236 max  2.529326e+03  2.529073e+03  |normal      2.529082e+03      --  2.529082e+03      --   0.00  11.82      16  |normal      2.529073e+03      --  2.529073e+03      --   0.00  12.97       0  |normal      2.531393e+03      --  2.529075e+03      --   0.09   4.47       1  |
rsyn0830m04m                1240   496   3192 max  2.529073e+03  2.529073e+03  |normal      2.529079e+03    0.00  2.529079e+03   -0.00   0.00 265.66   16869  |timelim    -9.481136e+10     inf          -inf     inf    inf 903.70       0 !|normal      2.529075e+03    0.00  2.529075e+03   -0.00   0.00  62.62    6859  |
rsyn0840h                    568    72    837 max  3.255546e+02  3.255546e+02  |normal      3.255558e+02    0.00  3.255558e+02   -0.00   0.00   1.59       0  |normal      3.255546e+02    0.00  3.255546e+02   -0.00  -0.00   0.48       0  |normal      3.257992e+02    0.08  3.255549e+02   -0.00   0.08   0.50       1  |
rsyn0840hfsg                 568    72    837 max  3.255607e+02  3.255545e+02  |normal      3.255552e+02      --  3.255552e+02      --   0.00   1.14       0  |normal      3.255545e+02      --  3.255545e+02      --   0.00   0.28       0  |normal      3.257941e+02      --  3.255549e+02      --   0.07   0.49       1  |
rsyn0840m                    280   104    484 max  3.255545e+02  3.255545e+02  |normal      3.255546e+02    0.00  3.255546e+02   -0.00   0.00   4.60      97  |normal      3.255545e+02    0.00  3.255545e+02   -0.00   0.00 117.69       0  |normal      3.255548e+02    0.00  3.255548e+02   -0.00   0.00   1.30      98  |
rsyn0840m02h                1360   288   2106 max  7.349848e+02  7.349837e+02  |normal      7.349902e+02      --  7.349902e+02      --   0.00   4.87      18  |normal      7.349837e+02      --  7.349837e+02      --  -0.00   2.89       0  |normal      7.356617e+02      --  7.349851e+02      --   0.09   0.99       1  |
rsyn0840m02hfsg             1360   288   2106 max  7.350548e+02  7.349835e+02  |normal      7.349866e+02      --  7.349866e+02      --   0.00   4.52       8  |normal      7.349835e+02      --  7.349835e+02      --  -0.00   2.76       0  |normal      7.354566e+02      --  7.349849e+02      --   0.06   0.85       1  |
rsyn0840m02m                 720   288   1480 max  7.349847e+02  7.349835e+02  |normal      7.349948e+02      --  7.349948e+02      --   0.00  93.25    5049  |timelim    -4.190164e+10      --          -inf      --    inf 905.12       0 !|normal      7.349851e+02      --  7.349851e+02      --   0.00   9.25    1315  |
rsyn0840m03h                2040   432   3447 max  2.742742e+03  2.742646e+03  |normal      2.742651e+03      --  2.742651e+03      --   0.00  13.75       6  |normal      2.742646e+03      --  2.742646e+03      --  -0.00   9.51       0  |normal      2.744580e+03      --  2.742647e+03      --   0.07   2.38       1  |
rsyn0840m03hfsg             2040   432   3447 max  2.742653e+03  2.742646e+03  |normal      2.742649e+03      --  2.742649e+03      --   0.00  11.94      13  |normal      2.742646e+03      --  2.742646e+03      --  -0.00   4.13       0  |normal      2.744984e+03      --  2.742646e+03      --   0.09   1.66       1  |
rsyn0840m03m                1080   432   2508 max  2.742646e+03  2.742646e+03  |normal      2.742649e+03    0.00  2.742649e+03   -0.00   0.00 228.82   11665  |timelim    -5.032713e+10     inf          -inf     inf    inf 903.49       0 !|normal      2.742647e+03    0.00  2.742647e+03   -0.00   0.00  18.53    1240  |
rsyn0840m04h                2720   576   4980 max  2.564500e+03  2.564500e+03  |normal      2.564511e+03    0.00  2.564511e+03   -0.00   0.00  25.43      18  |normal      2.564500e+03    0.00  2.564500e+03   -0.00  -0.00  11.42       0  |normal      2.566781e+03    0.09  2.564504e+03   -0.00   0.09   2.05       1  |
rsyn0840m04hfsg             2720   576   4980 max  2.564522e+03  2.564499e+03  |normal      2.564519e+03      --  2.564519e+03      --   0.00  25.96      14  |normal      2.564499e+03      --  2.564499e+03      --  -0.00   7.45       0  |normal      2.566201e+03      --  2.564503e+03      --   0.07   1.82       1  |
rsyn0840m04m                1440   576   3728 max  2.564499e+03  2.564499e+03  |normal      2.564503e+03    0.00  2.564503e+03   -0.00   0.00 430.87   21603  |timelim    -8.648135e+10     inf          -inf     inf    inf 903.18       0 !|normal      2.565808e+03    0.05  2.564503e+03   -0.00   0.05  72.26    6432  |
slay04h                      140    24    174 min  9.859660e+03  9.859660e+03  |iterlim    -2.263340e+05     inf  2.230266e+04  126.20    inf   0.23       0  |normal      9.859660e+03    0.00  9.859660e+03   -0.00   0.00   1.58       0  |normal      9.859660e+03   -0.00  9.859660e+03    0.00   0.00   1.54      15  |
slay04m                       44    24     54 min  9.859660e+03  9.859660e+03  |normal      9.859660e+03    0.00  9.859660e+03   -0.00   0.00   2.01      26  |normal      9.859660e+03    0.00  9.859660e+03   -0.00   0.00   0.24       0  |normal      9.851968e+03    0.08  9.859660e+03    0.00   0.08   0.68      14  |
slay05h                      230    40    290 min  2.266468e+04  2.266468e+04  |normal      2.266468e+04   -0.00  2.266468e+04    0.00   0.00   2.91      22  |normal      2.266468e+04   -0.00  2.266468e+04    0.00   0.00  10.26       0  |normal      2.266468e+04   -0.00  2.266468e+04    0.00   0.00   1.77     123  |
slay05m                       70    40     90 min  2.266468e+04  2.266468e+04  |iterlim    -9.596608e+04     inf  2.737320e+04   20.77    inf   0.16       0  |normal      2.266468e+04   -0.00  2.266468e+04    0.00   0.00   0.76       0  |normal      2.266468e+04   -0.00  2.266468e+04    0.00   0.00   1.46     166  |
slay06h                      342    60    435 min  3.275702e+04  3.275702e+04  |normal      3.275702e+04   -0.00  3.275702e+04    0.00   0.00   3.48      18  |normal      3.275702e+04   -0.00  3.275702e+04    0.00   0.00 538.51       0  |normal      3.273350e+04    0.07  3.275702e+04    0.00   0.07   7.88     234  |
slay06m                      102    60    135 min  3.275702e+04  3.275702e+04  |normal      3.275702e+04    0.00  3.275702e+04   -0.00   0.00   2.02      37  |normal      3.275702e+04    0.00  3.275702e+04   -0.00   0.00   6.08       0  |normal      3.275702e+04    0.00  3.275702e+04   -0.00   0.00   1.93      17  |
slay07h                      476    84    609 min  6.474883e+04  6.474883e+04  |iterlim     6.336604e+04    2.18  6.474883e+04    0.00   2.18  15.48     155  |timelim     8.321508e+12  -Large           inf     inf    inf 903.15       0 !|normal      6.474883e+04   -0.00  6.474883e+04    0.00   0.00  12.40     128  |
slay07m                      140    84    189 min  6.474883e+04  6.474883e+04  |normal      6.474883e+04    0.00  6.474883e+04   -0.00   0.00   3.09      42  |normal      6.474883e+04    0.00  6.474883e+04   -0.00   0.00 145.04       0  |normal      6.474883e+04   -0.00  6.474883e+04    0.00   0.00   2.43      39  |
slay08h                      632   112    812 min  8.496021e+04  8.496021e+04  |normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00   5.99      78  |timelim     1.502071e+13  -Large           inf     inf    inf 904.31       0 !|normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00  26.67     987  |
slay08m                      184   112    252 min  8.496021e+04  8.496021e+04  |normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00   4.35      62  |normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00 127.65       0  |normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00   5.26      59  |
slay09h                      810   144   1044 min  1.078058e+05  1.078058e+05  |normal      1.078058e+05   -0.00  1.078058e+05    0.00   0.00  15.08      83  |timelim     2.117477e+13  -Large           inf     inf    inf 900.54       0 !|normal      1.077375e+05    0.06  1.078058e+05    0.00   0.06  54.74    2834  |
slay09m                      234   144    324 min  1.078058e+05  1.078058e+05  |normal      1.078058e+05   -0.00  1.078058e+05    0.00   0.00   6.01      77  |timelim    -3.244745e+11     inf           inf     inf    inf 901.49       0  |normal      1.078058e+05   -0.00  1.078058e+05    0.00   0.00   9.05     517  |
slay10h                     1010   180   1305 min  1.295799e+05  1.295799e+05  |normal      1.295799e+05    0.00  1.295799e+05   -0.00   0.00  87.92   10003  |timelim     6.715282e+16  -Large           inf     inf    inf 903.96       0 !|normal      1.295799e+05    0.00  1.295799e+05   -0.00   0.00 344.66   19736  |
slay10m                      290   180    405 min  1.295799e+05  1.295799e+05  |normal      1.295799e+05    0.00  1.295799e+05   -0.00   0.00  19.75    1103  |timelim     5.192001e+12  -Large           inf     inf    inf 901.04       0 !|normal      1.295528e+05    0.02  1.295799e+05   -0.00   0.02  76.47    6669  |
smallinvDAXr1b010-011         31    30      4 min  3.987975e-01  3.987975e-01  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00   1.25     620  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00  16.74       0  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00   0.23      71  |
smallinvDAXr1b020-022         31    30      4 min  1.571528e+00  1.571528e+00  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00   1.00     364  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00  49.73       0  |normal      1.570099e+00    0.09  1.571528e+00    0.00   0.09   0.22      49  |
smallinvDAXr1b050-055         31    30      4 min  9.797143e+00  9.797143e+00  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00   1.90    1605  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00  37.85       0  |normal      9.788245e+00    0.09  9.797143e+00    0.00   0.09   0.21      34  |
smallinvDAXr1b100-110         31    30      4 min  3.916214e+01  3.916214e+01  |normal      3.918326e+01   -0.05  3.918326e+01    0.05   0.00   0.54       0  |normal      3.914761e+01    0.04  3.917651e+01    0.04   0.07 119.21       0  |normal      3.912912e+01    0.08  3.916635e+01    0.01   0.10   0.10       1  |
smallinvDAXr1b150-165         31    30      4 min  8.810493e+01  8.810493e+01  |normal      8.815908e+01   -0.06  8.815908e+01    0.06   0.00   0.36       0  |normal      8.808212e+01    0.03  8.811635e+01    0.01   0.04 123.46       0  |normal      8.806046e+01    0.05  8.814403e+01    0.04   0.09   0.10       1  |
smallinvDAXr1b200-220         31    30      4 min  1.566043e+02  1.566043e+02  |normal      1.567352e+02   -0.08  1.567352e+02    0.08   0.00   0.31       0  |normal      1.565904e+02    0.01  1.567096e+02    0.07   0.08 104.27       0  |normal      1.565568e+02    0.03  1.566447e+02    0.03   0.06   0.10       1  |
smallinvDAXr2b010-011         31    30      4 min  3.987975e-01  3.987975e-01  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00   1.43     988  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00  14.22       0  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00   0.23      65  |
smallinvDAXr2b020-022         31    30      4 min  1.571528e+00  1.571528e+00  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00   1.15     681  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00  35.57       0  |normal      1.570099e+00    0.09  1.571528e+00    0.00   0.09   0.22      49  |
smallinvDAXr2b050-055         31    30      4 min  9.797143e+00  9.797143e+00  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00   1.55    1123  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00  82.37       0  |normal      9.788245e+00    0.09  9.797143e+00    0.00   0.09   0.21      34  |
smallinvDAXr2b100-110         31    30      4 min  3.916214e+01  3.916214e+01  |normal      3.917781e+01   -0.04  3.917781e+01    0.04   0.00   0.71      18  |normal      3.914761e+01    0.04  3.918110e+01    0.05   0.09  82.86       0  |normal      3.913063e+01    0.08  3.916941e+01    0.02   0.10   0.10       1  |
smallinvDAXr2b150-165         31    30      4 min  8.810493e+01  8.810493e+01  |normal      8.812843e+01   -0.03  8.812843e+01    0.03   0.00   0.33       0  |normal      8.808212e+01    0.03  8.815336e+01    0.05   0.08  33.12       0  |normal      8.806046e+01    0.05  8.814403e+01    0.04   0.09   0.10       1  |
smallinvDAXr2b200-220         31    30      4 min  1.566043e+02  1.566043e+02  |normal      1.567083e+02   -0.07  1.567083e+02    0.07   0.00   0.23       0  |normal      1.565904e+02    0.01  1.566956e+02    0.06   0.07  27.95       0  |normal      1.565568e+02    0.03  1.566447e+02    0.03   0.06   0.10       1  |
smallinvDAXr3b010-011         31    30      4 min  3.987975e-01  3.987975e-01  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00   1.27    1328  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00  17.21       0  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00   0.23      65  |
smallinvDAXr3b020-022         31    30      4 min  1.571528e+00  1.571528e+00  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00   0.67     234  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00  54.81       0  |normal      1.570478e+00    0.07  1.571528e+00   -0.00   0.07   0.23      57  |
smallinvDAXr3b050-055         31    30      4 min  9.797143e+00  9.797143e+00  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00   0.90     587  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00  89.92       0  |normal      9.790685e+00    0.07  9.797143e+00   -0.00   0.07   0.49     251  |
smallinvDAXr3b100-110         31    30      4 min  3.916214e+01  3.916214e+01  |normal      3.918168e+01   -0.05  3.918168e+01    0.05   0.00   0.31       0  |normal      3.914761e+01    0.04  3.918542e+01    0.06   0.10 103.35       0  |normal      3.914263e+01    0.05  3.916941e+01    0.02   0.07   0.10       1  |
smallinvDAXr3b150-165         31    30      4 min  8.810493e+01  8.810493e+01  |normal      8.814404e+01   -0.04  8.814404e+01    0.04   0.00   0.42       0  |normal      8.808212e+01    0.03  8.815336e+01    0.05   0.08  73.42       0  |normal      8.806362e+01    0.05  8.814704e+01    0.05   0.09   0.11       1  |
smallinvDAXr3b200-220         31    30      4 min  1.566043e+02  1.566043e+02  |normal      1.567876e+02   -0.12  1.567876e+02    0.12   0.00   0.23       0 !|normal      1.565904e+02    0.01  1.567006e+02    0.06   0.07  42.98       0  |normal      1.565683e+02    0.02  1.566724e+02    0.04   0.07   0.10       1  |
smallinvDAXr4b010-011         31    30      4 min  3.987975e-01  3.987975e-01  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00   1.72    1740  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00  12.58       0  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00   0.23      83  |
smallinvDAXr4b020-022         31    30      4 min  1.571528e+00  1.571528e+00  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00   1.01     529  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00  69.67       0  |normal      1.570694e+00    0.05  1.571528e+00   -0.00   0.05   0.25      74  |
smallinvDAXr4b050-055         31    30      4 min  9.797143e+00  9.797143e+00  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00   1.23    1291  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00  75.99       0  |normal      9.787765e+00    0.10  9.797143e+00   -0.00   0.10   0.54     301  |
smallinvDAXr4b100-110         31    30      4 min  3.916214e+01  3.916214e+01  |normal      3.916214e+01    0.00  3.916214e+01    0.00   0.00   0.27       0  |normal      3.914761e+01    0.04  3.917651e+01    0.04   0.07 121.11       0  |normal      3.914263e+01    0.05  3.916941e+01    0.02   0.07   0.11       1  |
smallinvDAXr4b150-165         31    30      4 min  8.810493e+01  8.810493e+01  |normal      8.812151e+01   -0.02  8.812151e+01    0.02   0.00   0.32       0  |normal      8.808212e+01    0.03  8.815336e+01    0.05   0.08  77.73       0  |normal      8.806362e+01    0.05  8.814704e+01    0.05   0.09   0.11       1  |
smallinvDAXr4b200-220         31    30      4 min  1.566043e+02  1.566043e+02  |normal      1.566460e+02   -0.03  1.566460e+02    0.03   0.00   0.28       0  |normal      1.565904e+02    0.01  1.566396e+02    0.02   0.03  58.38       0  |normal      1.565683e+02    0.02  1.566724e+02    0.04   0.07   0.10       1  |
smallinvDAXr5b010-011         31    30      4 min  3.987975e-01  3.987975e-01  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00   1.82    1436  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00  18.99       0  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00   0.25      87  |
smallinvDAXr5b020-022         31    30      4 min  1.571528e+00  1.571528e+00  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00   0.95     179  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00  68.44       0  |normal      1.570034e+00    0.10  1.571528e+00   -0.00   0.10   0.48     171  |
smallinvDAXr5b050-055         31    30      4 min  9.797143e+00  9.797143e+00  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00   0.93     208  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00  60.82       0  |normal      9.789938e+00    0.07  9.799414e+00    0.02   0.10   0.33     145  |
smallinvDAXr5b100-110         31    30      4 min  3.916214e+01  3.916214e+01  |normal      3.916941e+01   -0.02  3.916941e+01    0.02   0.00   0.43       0  |normal      3.914761e+01    0.04  3.917651e+01    0.04   0.07  97.72       0  |normal      3.914263e+01    0.05  3.916941e+01    0.02   0.07   0.10       1  |
smallinvDAXr5b150-165         31    30      4 min  8.810493e+01  8.810493e+01  |normal      8.812456e+01   -0.02  8.812456e+01    0.02   0.00   0.31       0  |normal      8.808212e+01    0.03  8.815586e+01    0.06   0.08  89.98       0  |normal      8.806362e+01    0.05  8.814704e+01    0.05   0.09   0.11       1  |
smallinvDAXr5b200-220         31    30      4 min  1.566043e+02  1.566043e+02  |normal      1.566764e+02   -0.05  1.566764e+02    0.05   0.00   0.33       0  |normal      1.565904e+02    0.01  1.567403e+02    0.09   0.10  46.88       0  |normal      1.565683e+02    0.02  1.566724e+02    0.04   0.07   0.10       1  |
squfl010-025                 260    10    275 min  2.141110e+02  2.141110e+02  |normal      2.141110e+02    0.00  2.141110e+02   -0.00   0.00   1.70       0  |normal      2.141110e+02    0.00  2.141110e+02   -0.00   0.00 246.25       0  |normal      2.141110e+02    0.00  2.141110e+02   -0.00   0.00 208.26     387  |
squfl010-040                 410    10    440 min  2.405985e+02  2.405985e+02  |normal      2.405985e+02    0.00  2.405985e+02   -0.00   0.00   5.56       4  |normal      2.405985e+02    0.00  2.405985e+02   -0.00   0.00 589.36       0  |timelim     1.587435e+02   51.56  2.405985e+02   -0.00  51.56 900.01      50  |
squfl010-080                 810    10    880 min  5.097060e+02  5.097060e+02  |normal      5.097060e+02    0.00  5.097060e+02   -0.00   0.00  24.17       4  |timelim     1.510289e+18  -Large           inf     inf    inf 900.01       0 !|timelim     2.456637e+02  107.48  5.235011e+02    2.71 113.10 900.01      50  |
squfl015-060                 915    15    960 min  3.666218e+02  3.666218e+02  |normal      3.666218e+02    0.00  3.666218e+02   -0.00   0.00  20.88       2  |iterlim     1.857817e+18  -Large           inf     inf    inf 899.92       0 !|timelim     1.792880e+02  104.49  4.412803e+02   20.36 146.13 900.00      65  |
squfl015-080                1215    15   1280 min  4.024885e+02  4.024885e+02  |normal      4.024885e+02    0.00  4.024885e+02   -0.00   0.00 143.65      66  |iterlim     2.066439e+18  -Large           inf     inf    inf 899.97       0 !|timelim     1.631067e+02  146.76  4.024885e+02   -0.00 146.76 900.01      31  |
