                                   Instance                                    |                                   Scp2804s@1                                   |                                     aecp@1                                     |                                     aoa@0                                      |                                    baron@0                                     |                                    dicopt@1                                    |                                     sbb@1                                      |
rsyn0830m                    250    94    425 max  5.100720e+02  5.100720e+02  |normal      5.100720e+02    0.00  5.100720e+02   -0.00   0.00    0.21      272  |normal      5.100722e+02    0.00  5.100720e+02    0.00   0.00    1.80       --  |normal      5.100720e+02   -0.00  5.100720e+02    0.00   0.00    0.12       --  |normal      5.105826e+02    0.10  5.100720e+02    0.00   0.10    1.11       47  |normal      5.099370e+02   -0.03  5.099370e+02    0.03   0.00    0.52       --  |--                    --     inf            --     inf     --      --       -- !|
rsyn0830m02h                1172   248   1794 max  7.305118e+02  7.305074e+02  |normal      7.305093e+02      --  7.305093e+02      --   0.00    0.67        5  |normal      7.305086e+02      --  7.305074e+02      --   0.00    8.60       --  |normal      7.305074e+02      --  7.305074e+02      --   0.00    0.68       --  |normal      7.307899e+02      --  7.300591e+02      --   0.10    6.11       11  |normal      7.305074e+02      --  7.305074e+02      --   0.00    2.27       --  |normal      7.311880e+02      --  7.305074e+02      --   0.09   14.73      525  |
rsyn0830m02hfsg             1172   248   1794 max  7.305585e+02  7.305072e+02  |normal      7.305089e+02      --  7.305089e+02      --   0.00    0.72        2  |normal      7.305084e+02      --  7.305072e+02      --   0.00    8.45       --  |normal      7.305072e+02      --  7.305072e+02      --   0.00    0.53       --  |normal      7.307896e+02      --  7.300589e+02      --   0.10    5.33       13  |normal      7.305072e+02      --  7.305072e+02      --   0.00    2.25       --  |normal      7.312365e+02      --  7.305072e+02      --   0.10    8.68      591  |
rsyn0830m02m                 620   248   1272 max  7.305083e+02  7.305072e+02  |normal      7.305089e+02      --  7.305089e+02      --   0.00    0.69      918  |normal      7.305081e+02      --  7.305072e+02      --   0.00   15.34       --  |normal      7.305072e+02      --  7.305072e+02      --   0.00    0.54       --  |normal      7.312384e+02      --  7.305072e+02      --   0.10    4.71       31  |normal      7.305072e+02      --  7.305072e+02      --   0.00    3.54       --  |timelim     4.684251e+03      --  5.411117e+02      -- 765.67  984.52   102338  |
rsyn0830m03h                1758   372   2934 max  1.543060e+03  1.543060e+03  |normal      1.543061e+03    0.00  1.543061e+03   -0.00   0.00    1.96       43  |normal      1.543061e+03    0.00  1.543060e+03    0.00   0.00   21.76       --  |normal      1.543060e+03    0.00  1.543060e+03    0.00   0.00    1.85       --  |normal      1.544604e+03    0.10  1.543060e+03    0.00   0.10   14.38       25  |normal      1.543060e+03   -0.00  1.543060e+03    0.00   0.00    4.40       --  |normal      1.544602e+03    0.10  1.543060e+03   -0.00   0.10   43.14      841  |
rsyn0830m03hfsg             1758   372   2934 max  1.543062e+03  1.543059e+03  |normal      1.542350e+03      --  1.542350e+03      --   0.00    1.89       18  |normal      1.543061e+03      --  1.543059e+03      --   0.00   21.59       --  |normal      1.543059e+03      --  1.543059e+03      --   0.00    1.42       --  |normal      1.544152e+03      --  1.543060e+03      --   0.07   15.03       40  |normal      1.543059e+03      --  1.543059e+03      --   0.00    3.84       --  |normal      1.544575e+03      --  1.543059e+03      --   0.10   22.83      885  |
rsyn0830m03m                 930   372   2151 max  1.543059e+03  1.543059e+03  |normal      1.543067e+03    0.00  1.543067e+03   -0.00   0.00    1.68     2253  |normal      1.543061e+03    0.00  1.543059e+03    0.00   0.00   40.38       --  |normal      1.543059e+03    0.00  1.543059e+03    0.00   0.00    1.40       --  |normal      1.544604e+03    0.10  1.543059e+03    0.00   0.10   10.77       47  |normal      1.543059e+03   -0.00  1.543059e+03    0.00   0.00    6.71       --  |timelim     7.830242e+03  407.45  1.305097e+03   18.23 499.97  950.57    59157  |
rsyn0830m04h                2344   496   4236 max  2.529074e+03  2.529074e+03  |normal      2.528517e+03   -0.02  2.528517e+03    0.02   0.00    3.23       25  |normal      2.529076e+03    0.00  2.529074e+03    0.00   0.00   35.69       --  |normal      2.527857e+03   -0.05  2.527857e+03    0.05   0.00    3.55       --  |normal      2.531605e+03    0.10  2.529074e+03    0.00   0.10  132.93      143  |normal      2.529074e+03   -0.00  2.529074e+03    0.00   0.00    7.10       --  |normal      2.531602e+03    0.10  2.529074e+03   -0.00   0.10  242.04     2881  |
rsyn0830m04hfsg             2344   496   4236 max  2.529326e+03  2.529073e+03  |normal      2.527859e+03      --  2.527859e+03      --   0.00    2.50        1  |normal      2.529076e+03      --  2.529073e+03      --   0.00   35.26       --  |normal      2.527857e+03      --  2.527857e+03      --   0.00    2.63       --  |normal      2.530769e+03      --  2.529073e+03      --   0.07   19.90       14  |normal      2.529073e+03      --  2.529073e+03      --   0.00    5.95       --  |normal      2.531600e+03      --  2.529073e+03      --   0.10  118.48     2808  |
rsyn0830m04m                1240   496   3192 max  2.529073e+03  2.529073e+03  |normal      2.529076e+03    0.00  2.529076e+03   -0.00   0.00    4.17     5497  |normal      2.529075e+03    0.00  2.529073e+03    0.00   0.00  106.79       --  |normal      2.529073e+03    0.00  2.529073e+03    0.00   0.00    2.27       --  |normal      2.531605e+03    0.10  2.529073e+03    0.00   0.10   26.41       97  |normal      2.529073e+03   -0.00  2.529073e+03    0.00   0.00   60.25       --  |timelim     1.160670e+04  358.93  1.511154e+03   67.36 668.07  938.90    38245  |
rsyn0840h                    568    72    837 max  3.255546e+02  3.255546e+02  |normal      3.255549e+02    0.00  3.255549e+02   -0.00   0.00    0.25        1  |normal      3.255548e+02    0.00  3.255546e+02   -0.00   0.00    1.12       --  |normal      3.255546e+02   -0.00  3.255546e+02    0.00   0.00    0.18       --  |normal      3.258804e+02    0.10  3.255546e+02    0.00   0.10    1.02        5  |normal      3.255546e+02   -0.00  3.255546e+02    0.00   0.00    0.38       --  |normal      3.258199e+02    0.08  3.255546e+02   -0.00   0.08    0.97      108  |
rsyn0840hfsg                 568    72    837 max  3.255607e+02  3.255545e+02  |normal      3.255547e+02      --  3.255547e+02      --   0.00    0.24        0  |normal      3.255548e+02      --  3.255545e+02      --   0.00    1.29       --  |normal      3.255545e+02      --  3.255545e+02      --   0.00    0.17       --  |normal      3.258804e+02      --  3.255545e+02      --   0.10    0.53        1  |normal      3.255545e+02      --  3.255545e+02      --   0.00    0.40       --  |normal      3.256997e+02      --  3.255545e+02      --   0.04    0.86      138  |
rsyn0840m                    280   104    484 max  3.255545e+02  3.255545e+02  |normal      3.255545e+02    0.00  3.255545e+02   -0.00   0.00    0.22       74  |normal      3.255547e+02    0.00  3.255545e+02   -0.00   0.00    1.37       --  |normal      3.255545e+02   -0.00  3.255545e+02    0.00   0.00    0.11       --  |normal      3.258804e+02    0.10  3.255545e+02   -0.00   0.10    1.24       37  |normal      3.255545e+02    0.00  3.255545e+02   -0.00   0.00    0.81       --  |--                    --     inf            --     inf     --      --       -- !|
rsyn0840m02h                1360   288   2106 max  7.349848e+02  7.349837e+02  |normal      7.349852e+02      --  7.349852e+02      --   0.00    0.83        1  |normal      7.349854e+02      --  7.349837e+02      --   0.00    8.66       --  |normal      7.349837e+02      --  7.349837e+02      --   0.00    0.89       --  |normal      7.350293e+02      --  7.342943e+02      --   0.10   16.44       40  |normal      7.342941e+02      --  7.342941e+02      --   0.00    2.21       --  |normal      7.352067e+02      --  7.346558e+02      --   0.07    8.96      242  |
rsyn0840m02hfsg             1360   288   2106 max  7.350548e+02  7.349835e+02  |normal      7.349869e+02      --  7.349869e+02      --   0.00    0.96        7  |normal      7.349853e+02      --  7.349835e+02      --   0.00    8.83       --  |normal      7.349835e+02      --  7.349835e+02      --   0.00    0.60       --  |normal      7.357194e+02      --  7.349837e+02      --   0.10    9.18       35  |normal      7.349835e+02      --  7.349835e+02      --   0.00    2.00       --  |normal      7.352103e+02      --  7.349835e+02      --   0.03    4.78      266  |
rsyn0840m02m                 720   288   1480 max  7.349847e+02  7.349835e+02  |normal      7.349847e+02      --  7.349847e+02      --   0.00    0.74      592  |normal      7.349851e+02      --  7.349835e+02      --   0.00   10.40       --  |normal      7.346556e+02      --  7.346556e+02      --   0.00    0.57       --  |normal      7.357192e+02      --  7.349835e+02      --   0.10    6.03       37  |normal      7.349835e+02      --  7.349835e+02      --   0.00    5.47       --  |--                    --      --            --      --     --      --       -- !|
rsyn0840m03h                2040   432   3447 max  2.742742e+03  2.742646e+03  |normal      2.742650e+03      --  2.742650e+03      --   0.00    1.79        0  |normal      2.742647e+03      --  2.742646e+03      --   0.00   18.53       --  |normal      2.742646e+03      --  2.742646e+03      --   0.00    2.80       --  |normal      2.745391e+03      --  2.742646e+03      --   0.10   20.03       19  |normal      2.742646e+03      --  2.742646e+03      --   0.00    4.35       --  |normal      2.745336e+03      --  2.742646e+03      --   0.10   52.91      548  |
rsyn0840m03hfsg             2040   432   3447 max  2.742653e+03  2.742646e+03  |normal      2.742647e+03      --  2.742647e+03      --   0.00    3.09       17  |normal      2.742647e+03      --  2.742646e+03      --   0.00   18.40       --  |normal      2.742646e+03      --  2.742646e+03      --   0.00    2.25       --  |normal      2.745391e+03      --  2.742646e+03      --   0.10    3.35        1  |normal      2.742646e+03      --  2.742646e+03      --   0.00    3.10       --  |normal      2.745330e+03      --  2.742646e+03      --   0.10   27.84      800  |
rsyn0840m03m                1080   432   2508 max  2.742646e+03  2.742646e+03  |normal      2.742650e+03    0.00  2.742650e+03   -0.00   0.00    1.68      711  |normal      2.742647e+03    0.00  2.742646e+03    0.00   0.00   31.11       --  |normal      2.741987e+03   -0.02  2.741987e+03    0.02   0.00    1.11       --  |normal      2.745391e+03    0.10  2.742646e+03    0.00   0.10   12.23       47  |normal      2.742646e+03   -0.00  2.742646e+03    0.00   0.00    5.00       --  |timelim     8.079414e+03  194.58  2.241349e+03   22.37 260.47  961.63    62459  |
rsyn0840m04h                2720   576   4980 max  2.564500e+03  2.564500e+03  |normal      2.563555e+03   -0.04  2.563555e+03    0.04   0.00    4.66       38  |normal      2.564504e+03    0.00  2.564500e+03    0.00   0.00   48.11       --  |normal      2.563551e+03   -0.04  2.563551e+03    0.04   0.00    3.95       --  |normal      2.567067e+03    0.10  2.564500e+03   -0.00   0.10   37.68       35  |normal      2.564500e+03   -0.00  2.564500e+03    0.00   0.00    7.82       --  |normal      2.567049e+03    0.10  2.564500e+03   -0.00   0.10  180.67     1887  |
rsyn0840m04hfsg             2720   576   4980 max  2.564522e+03  2.564499e+03  |normal      2.563487e+03      --  2.563487e+03      --   0.00    4.07       80  |normal      2.564504e+03      --  2.564499e+03      --   0.00   46.87       --  |normal      2.562613e+03      --  2.562613e+03      --   0.00    2.91       --  |normal      2.567067e+03      --  2.564499e+03      --   0.10  106.73       53  |normal      0.000000e+00      --            --      --    inf    1.27       -- !|other                inf      --          -inf      --    inf    1.42       -- !|
rsyn0840m04m                1440   576   3728 max  2.564499e+03  2.564499e+03  |normal      2.564504e+03    0.00  2.564504e+03   -0.00   0.00    7.52     9240  |normal      2.564503e+03    0.00  2.564499e+03   -0.00   0.00  146.34       --  |normal      2.564499e+03    0.00  2.564499e+03    0.00   0.00    3.04       --  |normal      2.567067e+03    0.10  2.564499e+03   -0.00   0.10   24.30       73  |normal      2.564499e+03    0.00  2.564499e+03   -0.00   0.00   25.20       --  |timelim     1.364008e+04  431.88  6.265625e+02  309.30  Large  946.43    39197  |
slay04h                      140    24    174 min  9.859660e+03  9.859660e+03  |normal      9.859660e+03    0.00  9.859660e+03   -0.00   0.00    0.08        0  |normal      9.859660e+03    0.00  9.859660e+03   -0.00   0.00   10.15       --  |normal      9.859660e+03    0.00  9.859660e+03    0.00   0.00    0.08       --  |normal      9.849810e+03    0.10  9.859660e+03   -0.00   0.10    0.22        5  |normal      9.859660e+03    0.00  9.859660e+03   -0.00   0.00    0.47       --  |normal      9.859660e+03    0.00  9.859660e+03   -0.00   0.00    0.74      279  |
slay04m                       44    24     54 min  9.859660e+03  9.859660e+03  |normal      9.859660e+03    0.00  9.859660e+03   -0.00   0.00    0.04        0  |other       9.859659e+03    0.00  9.859660e+03   -0.00   0.00    6.89       -- !|normal      9.859660e+03    0.00  9.859660e+03    0.00   0.00    0.03       --  |normal      9.849810e+03    0.10  9.859660e+03   -0.00   0.10    0.14        5  |normal      9.859660e+03    0.00  9.859660e+03   -0.00   0.00    0.18       --  |normal      9.859660e+03    0.00  9.859660e+03   -0.00   0.00    0.35      179  |
slay05h                      230    40    290 min  2.266468e+04  2.266468e+04  |normal      2.266468e+04   -0.00  2.266468e+04    0.00   0.00    0.14        0  |normal      2.266468e+04    0.00  2.266468e+04    0.00   0.00   61.91       --  |normal      2.266468e+04    0.00  2.266468e+04    0.00   0.00    0.11       --  |normal      2.264204e+04    0.10  2.266468e+04    0.00   0.10    0.26        1  |normal      2.266468e+04   -0.00  2.266468e+04    0.00   0.00    0.97       --  |normal      2.264365e+04    0.09  2.266468e+04    0.00   0.09    5.03     1767  |
slay05m                       70    40     90 min  2.266468e+04  2.266468e+04  |normal      2.266468e+04   -0.00  2.266468e+04    0.00   0.00    0.04        0  |other       2.266468e+04    0.00  2.266468e+04    0.00   0.00   20.87       -- !|normal      2.266468e+04    0.00  2.266468e+04    0.00   0.00    0.09       --  |normal      2.264204e+04    0.10  2.266468e+04    0.00   0.10    0.15        3  |normal      2.266468e+04   -0.00  2.266468e+04    0.00   0.00    0.25       --  |normal      2.266468e+04   -0.00  2.266468e+04    0.00   0.00    0.70      437  |
slay06h                      342    60    435 min  3.275702e+04  3.275702e+04  |normal      3.275702e+04   -0.00  3.275702e+04    0.00   0.00    0.29        0  |other       3.275702e+04    0.00  3.275702e+04    0.00   0.00   84.81       -- !|normal      3.275702e+04    0.00  3.275702e+04    0.00   0.00    0.42       --  |normal      3.272430e+04    0.10  3.275702e+04    0.00   0.10    0.57        3  |normal      3.275702e+04   -0.00  3.275702e+04    0.00   0.00    2.29       --  |normal      3.272507e+04    0.10  3.275702e+04    0.00   0.10  124.66    32576  |
slay06m                      102    60    135 min  3.275702e+04  3.275702e+04  |normal      3.275702e+04   -0.00  3.275702e+04    0.00   0.00    0.05        0  |normal      3.275702e+04    0.00  3.275702e+04    0.00   0.00   54.07       --  |normal      3.275702e+04    0.00  3.275702e+04    0.00   0.00    0.09       --  |normal      3.272430e+04    0.10  3.275702e+04    0.00   0.10    0.22        5  |normal      3.275702e+04   -0.00  3.275702e+04    0.00   0.00    0.62       --  |normal      3.275702e+04   -0.00  3.275702e+04    0.00   0.00    0.50      248  |
slay07h                      476    84    609 min  6.474883e+04  6.474883e+04  |normal      6.474883e+04   -0.00  6.474883e+04    0.00   0.00    0.40        0  |other       6.474883e+04    0.00  6.474883e+04    0.00   0.00  331.36       -- !|normal      6.474883e+04    0.00  6.474883e+04    0.00   0.00    0.96       --  |normal      6.468414e+04    0.10  6.474883e+04    0.00   0.10    1.10        7  |normal      6.474883e+04   -0.00  6.474883e+04    0.00   0.00    4.35       --  |timelim     6.378468e+04    1.51  6.500304e+04    0.39   1.91  945.14   169937  |
slay07m                      140    84    189 min  6.474883e+04  6.474883e+04  |normal      6.474883e+04   -0.00  6.474883e+04    0.00   0.00    0.06        0  |other       6.474883e+04    0.00  6.474883e+04    0.00   0.00  416.19       -- !|normal      6.474883e+04    0.00  6.474883e+04    0.00   0.00    0.15       --  |normal      6.468414e+04    0.10  6.474883e+04    0.00   0.10    0.27        5  |normal      6.474883e+04   -0.00  6.474883e+04    0.00   0.00    1.62       --  |normal      6.474883e+04   -0.00  6.474883e+04    0.00   0.00    4.65     2752  |
slay08h                      632   112    812 min  8.496021e+04  8.496021e+04  |normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00    0.73        0  |normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00  459.98       --  |normal      8.496021e+04    0.00  8.496021e+04    0.00   0.00    1.00       --  |normal      8.487534e+04    0.10  8.496021e+04   -0.00   0.10    1.29        3  |normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00   15.57       --  |timelim     8.146663e+04    4.29  8.571764e+04    0.89   5.22  936.26   107192  |
slay08m                      184   112    252 min  8.496021e+04  8.496021e+04  |normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00    0.07        0  |normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00  231.92       --  |normal      8.496021e+04    0.00  8.496021e+04    0.00   0.00    0.34       --  |normal      8.487534e+04    0.10  8.496021e+04   -0.00   0.10    0.35        3  |normal      8.496021e+04    0.00  8.496021e+04   -0.00   0.00    2.71       --  |normal      8.493334e+04    0.03  8.500405e+04    0.05   0.08    0.93      395  |
slay09h                      810   144   1044 min  1.078058e+05  1.078058e+05  |normal      1.078058e+05   -0.00  1.078058e+05    0.00   0.00    4.34        0  |timelim     1.074695e+05    0.31  1.078058e+05    0.00   0.31  902.03       --  |normal      1.078058e+05    0.00  1.078058e+05    0.00   0.00    5.59       --  |normal      1.076981e+05    0.10  1.078058e+05    0.00   0.10    1.92        5  |normal      1.078058e+05   -0.00  1.078058e+05    0.00   0.00   53.80       --  |timelim     1.031454e+05    4.52  1.243056e+05   15.31  20.52  933.37    72509  |
slay09m                      234   144    324 min  1.078058e+05  1.078058e+05  |normal      1.078058e+05   -0.00  1.078058e+05    0.00   0.00    0.09        0  |timelim     9.885416e+04    9.06  1.089101e+05    1.02  10.17  900.14       --  |normal      1.078058e+05    0.00  1.078058e+05    0.00   0.00    1.47       --  |normal      1.076981e+05    0.10  1.078058e+05    0.00   0.10    0.64        5  |normal      1.078058e+05   -0.00  1.078058e+05    0.00   0.00   12.88       --  |normal      1.077031e+05    0.10  1.078058e+05    0.00   0.10   47.29    19600  |
slay10h                     1010   180   1305 min  1.295799e+05  1.295799e+05  |normal      1.295799e+05    0.00  1.295799e+05   -0.00   0.00   60.22        0  |timelim     1.217276e+05    6.45  1.297939e+05    0.17   6.63  902.04       --  |normal      1.295799e+05    0.00  1.295799e+05    0.00   0.00  196.68       --  |normal      1.294504e+05    0.10  1.295799e+05   -0.00   0.10  152.87     4549  |timelim     1.290137e+05    0.44  1.295799e+05   -0.00   0.44  900.02       --  |timelim     1.192729e+05    8.64  1.834988e+05   41.61  53.85  924.47    50406  |
slay10m                      290   180    405 min  1.295799e+05  1.295799e+05  |normal      1.295799e+05    0.00  1.295799e+05   -0.00   0.00    0.22        0  |timelim     1.190471e+05    8.85  1.295799e+05   -0.00   8.85  902.03       --  |normal      1.295799e+05    0.00  1.295799e+05    0.00   0.00   19.68       --  |normal      1.294504e+05    0.10  1.295799e+05   -0.00   0.10  542.00    25151  |normal      1.295799e+05    0.00  1.295799e+05   -0.00   0.00  378.34       --  |normal      1.295341e+05    0.04  1.296522e+05    0.06   0.09  154.63    55894  |
smallinvDAXr1b010-011         31    30      4 min  3.987975e-01  3.987975e-01  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.07        0  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    1.15       --  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.17       --  |normal      3.983991e-01    0.10  3.987975e-01    0.00   0.10    1.07       27  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    3.84       --  |normal      3.984263e-01    0.09  3.987975e-01    0.00   0.09    0.34      156  |
smallinvDAXr1b020-022         31    30      4 min  1.571528e+00  1.571528e+00  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.07        0  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    1.04       --  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.29       --  |normal      1.569958e+00    0.10  1.571528e+00    0.00   0.10    1.74       67  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00   18.00       --  |normal      1.570527e+00    0.06  1.571528e+00    0.00   0.06    0.23       67  |
smallinvDAXr1b050-055         31    30      4 min  9.797143e+00  9.797143e+00  |normal      9.799414e+00   -0.02  9.799414e+00    0.02   0.00    0.06        0  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00    0.81       --  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00    0.26       --  |normal      9.791432e+00    0.06  9.801224e+00    0.04   0.10    3.55      191  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00   15.13       --  |normal      9.794373e+00    0.03  9.801224e+00    0.04   0.07    0.33      152  |
smallinvDAXr1b100-110         31    30      4 min  3.916214e+01  3.916214e+01  |normal      3.917348e+01   -0.03  3.917348e+01    0.03   0.00    0.07        0  |normal      3.916214e+01    0.00  3.916214e+01    0.00   0.00    1.22       --  |normal      3.917224e+01   -0.03  3.917224e+01    0.03   0.00    0.17       --  |normal      3.914824e+01    0.04  3.918506e+01    0.06   0.09    0.79        8  |normal      3.917651e+01   -0.04  3.917651e+01    0.04   0.00   31.41       --  |normal      3.915470e+01    0.02  3.917348e+01    0.03   0.05    0.31      140  |
smallinvDAXr1b150-165         31    30      4 min  8.810493e+01  8.810493e+01  |normal      8.815751e+01   -0.06  8.815751e+01    0.06   0.00    0.05        0  |normal      8.810493e+01    0.00  8.810493e+01    0.00   0.00    2.54       --  |normal      8.813741e+01   -0.04  8.813741e+01    0.04   0.00    0.25       --  |normal      8.808250e+01    0.03  8.813741e+01    0.04   0.06    0.60       10  |normal      8.815586e+01   -0.06  8.815586e+01    0.06   0.00    9.12       --  |normal      8.809268e+01    0.01  8.817051e+01    0.07   0.09    0.64      417  |
smallinvDAXr1b200-220         31    30      4 min  1.566043e+02  1.566043e+02  |normal      1.566043e+02    0.00  1.566043e+02   -0.00   0.00    0.06        0  |normal      1.566043e+02    0.00  1.566043e+02   -0.00   0.00    1.11       --  |normal      1.567019e+02   -0.06  1.567019e+02    0.06   0.00    0.25       --  |normal      1.565912e+02    0.01  1.566452e+02    0.03   0.03    0.61       13  |normal      1.567012e+02   -0.06  1.567012e+02    0.06   0.00   10.25       --  |normal      1.565983e+02    0.00  1.567268e+02    0.08   0.08    0.36      175  |
smallinvDAXr2b010-011         31    30      4 min  3.987975e-01  3.987975e-01  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.07        0  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    1.14       --  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.24       --  |normal      3.983991e-01    0.10  3.987975e-01    0.00   0.10    1.10       29  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    4.70       --  |normal      3.984263e-01    0.09  3.987975e-01    0.00   0.09    0.34      156  |
smallinvDAXr2b020-022         31    30      4 min  1.571528e+00  1.571528e+00  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.06        0  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    1.03       --  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.26       --  |normal      1.569958e+00    0.10  1.571528e+00    0.00   0.10    1.74       67  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00   27.32       --  |normal      1.570527e+00    0.06  1.571528e+00    0.00   0.06    0.23       67  |
smallinvDAXr2b050-055         31    30      4 min  9.797143e+00  9.797143e+00  |normal      9.799414e+00   -0.02  9.799414e+00    0.02   0.00    0.06        0  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00    0.81       --  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00    0.35       --  |normal      9.791432e+00    0.06  9.801224e+00    0.04   0.10    2.64      127  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00   17.96       --  |normal      9.794373e+00    0.03  9.801224e+00    0.04   0.07    0.33      152  |
smallinvDAXr2b100-110         31    30      4 min  3.916214e+01  3.916214e+01  |normal      3.917348e+01   -0.03  3.917348e+01    0.03   0.00    0.08        0  |normal      3.916214e+01    0.00  3.916214e+01    0.00   0.00    1.22       --  |normal      3.918287e+01   -0.05  3.918287e+01    0.05   0.00    0.26       --  |normal      3.914824e+01    0.04  3.918506e+01    0.06   0.09    0.84        8  |normal      3.917651e+01   -0.04  3.917651e+01    0.04   0.00   37.13       --  |normal      3.915470e+01    0.02  3.917348e+01    0.03   0.05    0.31      140  |
smallinvDAXr2b150-165         31    30      4 min  8.810493e+01  8.810493e+01  |normal      8.815751e+01   -0.06  8.815751e+01    0.06   0.00    0.05        0  |normal      8.810493e+01    0.00  8.810493e+01    0.00   0.00    2.55       --  |normal      8.815231e+01   -0.05  8.815231e+01    0.05   0.00    0.14       --  |normal      8.808250e+01    0.03  8.813741e+01    0.04   0.06    0.62       10  |normal      8.814633e+01   -0.05  8.814633e+01    0.05   0.00   13.12       --  |normal      8.809268e+01    0.01  8.817051e+01    0.07   0.09    0.64      417  |
smallinvDAXr2b200-220         31    30      4 min  1.566043e+02  1.566043e+02  |normal      1.566043e+02    0.00  1.566043e+02   -0.00   0.00    0.06        0  |normal      1.566043e+02    0.00  1.566043e+02   -0.00   0.00    1.11       --  |normal      1.567385e+02   -0.09  1.567385e+02    0.09   0.00    0.25       --  |normal      1.565912e+02    0.01  1.566452e+02    0.03   0.03    0.64       13  |normal      1.567012e+02   -0.06  1.567012e+02    0.06   0.00   11.45       --  |normal      1.565983e+02    0.00  1.567268e+02    0.08   0.08    0.36      175  |
smallinvDAXr3b010-011         31    30      4 min  3.987975e-01  3.987975e-01  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.07        0  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.68       --  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    0.17       --  |normal      3.983991e-01    0.10  3.987975e-01    0.00   0.10    1.06       29  |normal      3.987975e-01    0.00  3.987975e-01    0.00   0.00    3.56       --  |normal      3.984263e-01    0.09  3.987975e-01    0.00   0.09    0.36      156  |
smallinvDAXr3b020-022         31    30      4 min  1.571528e+00  1.571528e+00  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.06        0  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    1.09       --  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00    0.30       --  |normal      1.569958e+00    0.10  1.571528e+00    0.00   0.10    1.67       67  |normal      1.571528e+00    0.00  1.571528e+00    0.00   0.00   14.20       --  |normal      1.570527e+00    0.06  1.571528e+00    0.00   0.06    0.23       67  |
smallinvDAXr3b050-055         31    30      4 min  9.797143e+00  9.797143e+00  |normal      9.799414e+00   -0.02  9.799414e+00    0.02   0.00    0.06        0  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00    0.89       --  |normal      9.799414e+00   -0.02  9.799414e+00    0.02   0.00    0.27       --  |normal      9.791432e+00    0.06  9.801224e+00    0.04   0.10    3.20      155  |normal      9.797143e+00    0.00  9.797143e+00    0.00   0.00    9.62       --  |normal      9.794373e+00    0.03  9.801224e+00    0.04   0.07    0.33      152  |
smallinvDAXr3b100-110         31    30      4 min  3.916214e+01  3.916214e+01  |normal      3.917348e+01   -0.03  3.917348e+01    0.03   0.00    0.08        0  |normal      3.916214e+01    0.00  3.916214e+01    0.00   0.00    1.22       --  |normal      3.918543e+01   -0.06  3.918543e+01    0.06   0.00    0.27       --  |normal      3.914824e+01    0.04  3.918506e+01    0.06   0.09    0.85        8  |normal      3.917651e+01   -0.04  3.917651e+01    0.04   0.00   38.94       --  |normal      3.915470e+01    0.02  3.917348e+01    0.03   0.05    0.31      140  |
smallinvDAXr3b150-165         31    30      4 min  8.810493e+01  8.810493e+01  |normal      8.815751e+01   -0.06  8.815751e+01    0.06   0.00    0.05        0  |normal      8.810493e+01    0.00  8.810493e+01    0.00   0.00    2.17       --  |normal      8.815586e+01   -0.06  8.815586e+01    0.06   0.00    0.31       --  |normal      8.808250e+01    0.03  8.813741e+01    0.04   0.06    0.62       10  |normal      8.811635e+01   -0.01  8.811635e+01    0.01   0.00    9.35       --  |normal      8.809268e+01    0.01  8.817051e+01    0.07   0.09    0.64      417  |
