                            Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail                                         FailReason
                           SolverTime                    1.19075                                          13.961                                            1.07                  12.37                                          10.955                                         938.163
                           NumberOfIterations                  0                                             103                                               0                      0                                          570949                                         1610447
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                    1793                                             NaN                                             NaN                     69                                             NaN                                           53065
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     4.10873e-07                                               0               0.001001                                               0                                         3.47977
                           PrimalGap                -4.03231e-07                                      8.7741e-11                                               0            8.80959e-11                                     8.86085e-11                                        0.471506
                           DualGap                   4.03231e-07                                     4.10785e-07                                               0               0.001001                                    -8.86085e-11                                         2.04435
rsyn0820m04hfsg            JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   2450.77                                         2450.77                                         2450.77                2449.77                                         2450.77                                         2450.77
                           DualBound                     2450.77                                         2450.77                                         2450.77                2452.22                                         2450.77                                         2453.21
                           SolverTime                      1.335                                           6.309                                            2.01                   12.7                                           4.684                                         135.034
                           NumberOfIterations                  0                                              83                                               0                      0                                            9144                                          147406
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                      33                                             NaN                                             NaN                      9                                             NaN                                            3080
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                      2.4369e-07                                               0               0.001001                                               0                                     0.000996726
                           PrimalGap                         NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
                           DualGap                           NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
rsyn0820m04h               JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   2450.77                                         2450.77                                         2450.77                2450.77                                         2450.77                                         2450.77
                           DualBound                     2450.77                                         2450.77                                         2450.77                2453.23                                         2450.77                                         2453.21
                           SolverTime                    1.36468                                           6.406                                            3.48                  35.05                                          10.714                                         163.904
                           NumberOfIterations                  0                                              83                                               0                      0                                           13818                                          143580
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       0                                             NaN                                             NaN                     41                                             NaN                                            1659
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                      4.6701e-07                                               0               0.001001                                               0                                     0.000998734
                           PrimalGap                -6.13552e-07                                     1.95122e-10                                               0            1.94069e-10                                     1.95122e-10                                     2.63725e-06
                           DualGap                   6.13552e-07                                     4.66815e-07                                               0               0.001001                                    -1.95122e-10                                     0.000996094
rsyn0820m04m               JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               1
                           PrimalBound                   2450.77                                         2450.77                                         2450.77                2450.77                                         2450.77                                         1248.53
                           DualBound                     2450.77                                         2450.77                                         2450.77                2453.23                                         2450.77                                         9036.85
                           SolverTime                     2.6594                                          23.664                                            1.68                   17.3                                          25.041                                         926.577
                           NumberOfIterations                  0                                              85                                               0                      0                                          787014                                         1146659
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                    4124                                             NaN                                             NaN                     47                                             NaN                                           31752
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     4.85501e-07                                               0               0.001001                                               0                                         6.23798
                           PrimalGap                -3.86053e-07                                     3.23736e-11                                               0            6.12298e-11                                     2.82525e-06                                        0.962924
                           DualGap                   3.86053e-07                                     4.85469e-07                                               0               0.001001                                    -2.82525e-06                                         2.68735
rsyn0820m                  JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                             NaN
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                             NaN
                           PrimalBound                    1150.3                                          1150.3                                          1150.3                 1150.3                                          1150.3                                             NaN
                           DualBound                      1150.3                                          1150.3                                          1150.3                1151.45                                          1150.3                                             NaN
                           SolverTime                   0.176474                                           0.875                                             0.1                   0.51                                           0.283                                             NaN
                           NumberOfIterations                  0                                              50                                               0                      0                                            4004                                             NaN
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                             NaN
                           NumberOfNodes                     226                                             NaN                                             NaN                      7                                             NaN                                             NaN
                           Fail                            False                                           False                                           False                  False                                           False                                            True
                           FailReason                                                                                                                                                                                                                                          No data.
                           Gap                                 0                                     1.04021e-06                                               0               0.001001                                               0                                             NaN
                           PrimalGap                -1.72433e-06                                      5.1949e-10                                     8.69338e-10             5.1896e-10                                     5.20864e-10                                             inf
                           DualGap                   1.72433e-06                                     1.03969e-06                                    -8.69338e-10               0.001001                                    -5.20864e-10                                             inf
rsyn0830hfsg               JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   510.072                                         510.072                                         510.072                510.072                                         510.072                                         510.072
                           DualBound                     510.072                                         510.072                                         510.072                510.583                                         510.072                                         510.547
                           SolverTime                    0.20227                                            1.88                                            0.13                   0.79                                           0.273                                            1.44
                           NumberOfIterations                  0                                              85                                               0                      0                                            1231                                            4511
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                      20                                             NaN                                             NaN                      3                                             NaN                                             312
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     4.73335e-07                                               0               0.001001                                               0                                     0.000930479
                           PrimalGap                         NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
                           DualGap                           NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
rsyn0830h                  JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   510.073                                         510.072                                         510.072                509.937                                         510.072                                         510.072
                           DualBound                     510.073                                         510.072                                         510.072                510.448                                         510.072                                         510.486
                           SolverTime                   0.223762                                           1.686                                            0.16                   4.39                                           0.328                                           1.622
                           NumberOfIterations                  0                                              85                                               0                      0                                            1258                                            5079
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                      27                                             NaN                                             NaN                     25                                             NaN                                             312
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     2.31398e-07                                               0               0.001001                                               0                                     0.000812196
                           PrimalGap                -1.33123e-06                                     2.31536e-10                                     4.93832e-10            0.000264713                                     2.31534e-10                                     2.31532e-10
                           DualGap                   1.33123e-06                                     2.31166e-07                                    -4.93832e-10            0.000736093                                    -2.31534e-10                                     0.000812195
rsyn0830m02hfsg            JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   730.509                                         730.507                                         730.507                730.059                                         730.507                                         730.507
                           DualBound                     730.509                                         730.508                                         730.507                 730.79                                         730.507                                         731.236
                           SolverTime                   0.717516                                           8.454                                            0.53                   5.33                                           2.251                                            8.68
                           NumberOfIterations                  0                                             175                                               0                      0                                            6215                                           15980
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       2                                             NaN                                             NaN                     13                                             NaN                                             591
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.60136e-06                                               0               0.001001                                               0                                     0.000998328
                           PrimalGap                         NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
                           DualGap                           NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
rsyn0830m02h               JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   730.509                                         730.507                                         730.507                730.059                                         730.507                                         730.507
                           DualBound                     730.509                                         730.509                                         730.507                 730.79                                         730.507                                         731.188
                           SolverTime                   0.673032                                           8.603                                            0.68                   6.11                                           2.265                                          14.733
                           NumberOfIterations                  0                                             175                                               0                      0                                            6650                                           23534
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                       5                                             NaN                                             NaN                     11                                             NaN                                             525
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.61776e-06                                               0               0.001001                                               0                                     0.000931649
                           PrimalGap                         NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
                           DualGap                           NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
rsyn0830m02m               JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               1
                           PrimalBound                   730.509                                         730.507                                         730.507                730.507                                         730.507                                         541.112
                           DualBound                     730.509                                         730.508                                         730.507                731.238                                         730.507                                         4684.25
                           SolverTime                   0.685578                                          15.343                                            0.54                   4.71                                           3.542                                         984.521
                           NumberOfIterations                  0                                             156                                               0                      0                                           18402                                         2224113
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                     918                                             NaN                                             NaN                     31                                             NaN                                          102338
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     1.17863e-06                                               0               0.001001                                               0                                         7.65672
                           PrimalGap                         NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
                           DualGap                           NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
rsyn0830m03hfsg            JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   1542.35                                         1543.06                                         1543.06                1543.06                                         1543.06                                         1543.06
                           DualBound                     1542.35                                         1543.06                                         1543.06                1544.15                                         1543.06                                         1544.58
                           SolverTime                    1.89208                                          21.593                                            1.42                  15.03                                           3.842                                          22.826
                           NumberOfIterations                  0                                             228                                               0                      0                                           10217                                           28054
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                      18                                             NaN                                             NaN                     40                                             NaN                                             885
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     9.23695e-07                                               0            0.000707527                                               0                                     0.000982345
                           PrimalGap                         NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
                           DualGap                           NaN                                             NaN                                             NaN                    NaN                                             NaN                                             NaN
rsyn0830m03h               JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               0
                           PrimalBound                   1543.06                                         1543.06                                         1543.06                1543.06                                         1543.06                                         1543.06
                           DualBound                     1543.06                                         1543.06                                         1543.06                 1544.6                                         1543.06                                          1544.6
                           SolverTime                    1.96242                                          21.764                                            1.85                  14.38                                           4.404                                          43.142
                           NumberOfIterations                  0                                             230                                               0                      0                                            8363                                           45876
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                      43                                             NaN                                             NaN                     25                                             NaN                                             841
                           Fail                            False                                           False                                           False                  False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                  
                           Gap                                 0                                     9.41047e-07                                               0               0.001001                                               0                                     0.000999419
                           PrimalGap                 -1.1767e-06                                     1.43857e-10                                               0            1.43838e-10                                     1.43857e-10                                    -7.27647e-09
                           DualGap                    1.1767e-06                                     9.40903e-07                                               0               0.001001                                    -1.43857e-10                                     0.000999427
rsyn0830m03m               JulianDate                    43951.9                                         43961.9                                             NaN                43970.8                                         43973.9                                         43963.1
                           TerminationStatus                   0                                               0                                               0                      0                                               0                                               1
                           PrimalBound                   1543.07                                         1543.06                                         1543.06                1543.06                                         1543.06                                          1305.1
                           DualBound                     1543.07                                         1543.06                                         1543.06                 1544.6                                         1543.06                                         7830.24
                           SolverTime                    1.67938                                          40.376                                             1.4                  10.77                                           6.711                                          950.57
                           NumberOfIterations                  0                                             164                                               0                      0                                          102592                                         1400078
                           NumberOfDomainViolations            0                                               0                                               0                      0                                               0                                               0
                           NumberOfNodes                    2253                                             NaN                                             NaN                     47                                             NaN                                           59157
                           Fail                            False                                           False                                           False                  False                                           False                                           False
